gene_id	isoform	gameto_2	gameto_4	gameto_6	sporo_1	sporo_3	sporo_5
comp136687_c3	seq2.p1	883	773	662	475	555	760
comp136689_c0	seq1.p1	11	11	4	5	3	3
comp136690_c0	seq1.p1	11	20	19	13	10	30
comp136692_c0	seq1.p1	359	304	287	245	262	473
comp136692_c0	seq2.p1	301	251	219	211	258	443
comp136693_c0	seq2.p1	0	0	2	94	53	0
comp136694_c0	seq5.p1	1	5	0	6	6	11
comp136695_c3	seq9.p1	0	3	8	2	0	2
comp136696_c2	seq3.p1	0	4	2	7	10	14
comp136697_c0	seq1.p1	2377	1558	1884	3493	4642	3979
comp136701_c0	seq1.p1	5	6	129	2	0	158
comp136701_c0	seq10.p1	1	5	143	0	0	168
comp136701_c0	seq11.p1	15	20	218	2	3	257
comp136702_c0	seq1.p1	86	55	50	335	418	124
comp136702_c0	seq2.p1	600	539	527	596	778	1391
comp136702_c0	seq4.p1	318	260	252	978	507	605
comp136702_c0	seq5.p1	334	288	235	2302	820	675
comp136702_c0	seq6.p1	250	255	198	2735	914	395
comp136703_c1	seq1.p1	2349	1514	1620	2905	2951	2376
comp136704_c0	seq2.p1	44	11	28	2	5	2
comp136704_c0	seq5.p1	26	18	25	5	4	9
comp136704_c0	seq6.p1	23	10	17	6	2	9
comp136705_c0	seq1.p1	1291	1217	1247	268	356	802
comp136705_c1	seq1.p1	1856	1497	1725	464	496	1102
comp136705_c1	seq2.p1	2135	1857	1715	411	315	965
comp136707_c0	seq1.p1	2691	2754	2425	1590	359	947
comp136708_c0	seq1.p1	178	185	146	197	475	295
comp136709_c0	seq1.p1	0	0	0	5	5	6
comp136709_c0	seq2.p1	0	0	2	10	2	2
comp136710_c3	seq1.p1	1641	1375	1482	47	25	1
comp136710_c4	seq1.p1	797	907	654	22	13	3
comp136711_c0	seq1.p1	492	369	420	400	373	361
comp136711_c0	seq2.p1	503	482	403	424	415	403
comp136712_c0	seq1.p1	11	11	13	4	0	4
comp136712_c0	seq2.p1	18	10	3	1	0	0
comp136712_c0	seq3.p1	8	11	3	0	0	2
comp136712_c0	seq6.p1	7	8	3	1	0	3
comp136712_c1	seq12.p1	24	21	9	0	1	0
comp136712_c1	seq5.p1	26	26	18	1	2	3
comp136713_c0	seq1.p1	7	4	7	3	3	5
comp136716_c0	seq1.p1	127	92	113	0	6	0
comp136718_c0	seq1.p1	27	10	12	8	5	14
comp136718_c0	seq2.p1	34	9	7	13	5	9
comp136718_c0	seq3.p1	10	3	19	2	5	22
comp136718_c0	seq4.p1	10	5	6	4	11	3
comp136719_c0	seq1.p1	1229	1290	741	854	1248	1406
comp136722_c0	seq1.p1	1	5	1	8	7	6
comp136722_c0	seq2.p1	0	0	0	13	7	11
comp136722_c0	seq3.p1	0	0	0	30	0	2
comp136723_c0	seq1.p1	32	39	34	18	19	17
comp136725_c0	seq1.p1	11	3	13	0	89	1
comp136726_c0	seq1.p1	713	721	853	35	67	126
comp136726_c0	seq2.p1	486	500	603	21	39	75
comp136726_c0	seq4.p1	899	924	1119	70	74	124
comp136726_c0	seq5.p1	374	380	448	21	37	68
comp136726_c0	seq6.p1	484	527	586	20	35	68
comp136728_c2	seq1.p1	23	10	12	87	56	29
comp136728_c2	seq2.p1	1	1	4	13	7	3
comp13672_c0	seq2.p1	2	0	0	0	2	0
comp136730_c0	seq1.p1	656	720	632	109	44	199
comp136731_c0	seq1.p1	1675	1105	630	119	61	1
comp136731_c0	seq2.p1	1782	1228	469	139	47	0
comp136732_c1	seq1.p1	2050	1744	1137	1255	1054	805
comp136733_c0	seq1.p1	266	339	225	301	165	609
comp136733_c0	seq2.p1	303	274	287	258	164	542
comp136733_c0	seq3.p1	328	314	277	249	176	567
comp136733_c0	seq4.p1	193	210	152	405	452	726
comp136733_c0	seq5.p1	208	137	168	369	228	557
comp136733_c0	seq7.p1	522	453	436	542	229	868
comp136733_c0	seq9.p1	205	162	171	353	195	526
comp136735_c0	seq2.p1	323	246	215	580	372	804
comp136735_c0	seq3.p1	115	107	102	142	180	216
comp136735_c0	seq4.p1	132	145	94	137	162	289
comp136735_c0	seq5.p1	85	89	68	90	145	188
comp136737_c0	seq1.p1	2663	2413	2726	2642	4004	7674
comp136738_c0	seq1.p1	1757	1661	1320	961	842	1057
comp136738_c1	seq1.p1	791	536	558	358	328	335
comp136738_c2	seq1.p1	872	500	662	718	442	440
comp136740_c0	seq2.p1	199	161	84	98	2	51
comp136740_c0	seq3.p1	117	93	60	46	0	33
comp136740_c0	seq4.p1	74	48	30	36	1	35
comp136740_c0	seq6.p1	55	51	24	23	1	21
comp136741_c0	seq1.p1	8	6	14	7	2	3
comp136741_c0	seq3.p1	16	11	5	4	5	2
comp136743_c1	seq1.p1	1804	1505	987	305	551	554
comp136744_c0	seq1.p1	36	30	40	5	4	8
comp136744_c0	seq2.p1	123	130	100	11	10	20
comp136745_c0	seq1.p1	105	64	70	20	69	75
comp136745_c0	seq11.p1	12	10	5	1	7	8
comp136745_c0	seq14.p1	14	7	12	6	19	23
comp136745_c0	seq15.p1	38	32	22	2	16	19
comp136745_c0	seq17.p1	68	37	44	22	41	48
comp136745_c0	seq2.p1	7	0	34	1	0	2
comp136746_c0	seq3.p1	27	18	17	30	33	0
comp136748_c1	seq1.p1	3406	2975	2746	1739	1534	2275
comp136750_c1	seq1.p1	153	173	14	156	88	228
comp136751_c0	seq1.p1	63	51	57	29	60	54
comp136751_c1	seq1.p1	39	31	38	20	9	53
comp136751_c2	seq1.p1	28	11	31	20	37	21
comp136751_c2	seq2.p1	34	26	41	33	33	41
comp136752_c0	seq2.p1	66	41	15	0	0	0
comp136753_c1	seq1.p1	714	441	450	793	1268	1064
comp136753_c1	seq2.p1	668	658	434	354	366	596
comp136756_c0	seq1.p1	7	7	4	1	13	4
comp136756_c0	seq4.p1	6	2	4	4	8	3
comp136757_c0	seq1.p1	20	17	12	15	5	13
comp136757_c0	seq10.p1	14	9	6	13	8	10
comp136757_c0	seq11.p1	13	11	2	3	5	3
comp136757_c0	seq2.p1	19	11	10	13	9	14
comp136757_c0	seq6.p1	10	7	6	6	3	7
comp136757_c0	seq7.p1	4	5	6	8	5	6
comp136757_c0	seq8.p1	15	6	12	9	11	17
comp136757_c0	seq9.p1	9	3	1	3	6	6
comp136761_c0	seq2.p1	0	0	0	99	2	0
comp136761_c0	seq3.p1	0	0	0	73	7	1
comp136761_c0	seq6.p1	0	0	0	97	6	0
comp136761_c0	seq7.p1	0	0	0	120	10	8
comp136761_c0	seq8.p1	0	0	0	37	106	0
comp136762_c0	seq1.p1	562	499	505	244	357	386
comp136766_c0	seq1.p1	0	0	6	0	44	0
comp136766_c0	seq2.p1	1	0	5	0	60	1
comp136767_c0	seq2.p1	1	4	2	4	1	10
comp136767_c0	seq3.p1	0	1	2	3	7	2
comp136768_c0	seq1.p1	6775	6799	5153	1674	2390	3949
comp136769_c0	seq1.p1	541	400	474	105	266	413
comp136769_c0	seq3.p1	674	495	629	146	300	504
comp136770_c0	seq1.p1	1367	1407	816	648	1810	1208
comp136771_c0	seq1.p1	166	173	147	1	2	12
comp136771_c1	seq1.p1	682	770	485	10	4	26
comp136771_c2	seq1.p1	756	485	572	17	1	22
comp136773_c0	seq1.p1	2664	2107	2203	1128	1279	1790
comp136774_c0	seq3.p1	1	1	5	1	23	0
comp136775_c0	seq1.p1	3	0	5	0	4	1
comp136776_c0	seq1.p1	6224	4680	6168	2070	2667	8042
comp13677_c0	seq1.p1	1	1	3	1	0	0
comp136781_c0	seq1.p1	17	9	12	20	5	30
comp136781_c0	seq2.p1	13	3	3	3	1	7
comp136782_c0	seq1.p3	138	141	217	10	17	90
comp136783_c0	seq1.p1	4	6	14	4	24	11
comp136784_c0	seq1.p1	1	0	7	37	19	0
comp136785_c0	seq1.p1	14	5	8	18	21	8
comp136785_c0	seq10.p1	57	30	50	56	36	72
comp136785_c0	seq12.p1	48	20	24	40	17	55
comp136785_c0	seq2.p1	7	3	12	4	13	25
comp136785_c0	seq3.p1	7	4	14	13	14	20
comp136785_c0	seq4.p1	23	12	30	20	27	44
comp136785_c0	seq7.p1	43	16	28	41	19	21
comp136785_c0	seq9.p1	11	6	9	5	1	9
comp136787_c0	seq2.p1	28	20	31	46	52	121
comp136787_c0	seq3.p1	24	34	45	52	82	110
comp136787_c0	seq4.p1	38	35	32	42	77	110
comp136788_c1	seq1.p1	3	0	2	6	0	2
comp136788_c1	seq2.p1	3	1	2	26	2	7
comp136788_c2	seq1.p1	1	1	1	5	3	1
comp136788_c2	seq2.p1	8	3	6	32	2	14
comp136791_c0	seq2.p1	16	8	18	6	8	21
comp136791_c0	seq3.p1	13	13	16	7	11	8
comp136792_c0	seq2.p1	10	8	108	33	78	87
comp136794_c0	seq1.p1	761	684	608	410	769	939
comp136796_c0	seq10.p1	4	1	1	0	0	0
comp136796_c0	seq12.p1	1	2	2	0	0	4
comp136796_c0	seq14.p1	6	7	3	0	2	2
comp136796_c0	seq15.p1	8	8	5	1	6	8
comp136796_c0	seq16.p1	14	9	1	0	0	1
comp136796_c0	seq18.p1	2	4	0	0	10	0
comp136796_c0	seq2.p1	10	6	14	2	7	12
comp136796_c0	seq5.p1	6	5	5	2	0	7
comp136796_c0	seq6.p1	4	12	10	2	12	5
comp136796_c0	seq8.p1	6	5	3	0	1	3
comp136797_c0	seq1.p1	1	2	2	1	10	5
comp136798_c3	seq1.p1	5	5	2	13	13	2
comp136798_c3	seq2.p1	0	0	0	0	44	1
comp136800_c0	seq1.p1	59	49	38	56	76	132
comp136801_c0	seq1.p1	216	229	217	265	348	309
comp136802_c0	seq3.p1	18	13	0	5	0	0
comp136802_c0	seq4.p1	7	14	0	18	0	0
comp136802_c0	seq6.p1	15	19	0	50	0	0
comp136803_c0	seq1.p1	237	195	204	74	58	151
comp136803_c0	seq2.p1	114	118	98	45	38	95
comp136803_c0	seq3.p1	92	71	66	42	36	70
comp136805_c0	seq1.p1	2961	2664	2784	2446	5278	4827
comp136806_c1	seq1.p1	2	4	0	8	4	4
comp136806_c1	seq2.p1	1	2	5	2	4	4
comp136806_c1	seq3.p1	0	1	2	2	12	5
comp136806_c1	seq4.p1	1	0	2	1	1	1
comp136806_c2	seq1.p1	3	2	3	1	7	4
comp136808_c0	seq1.p1	578	623	614	767	1433	2298
comp136809_c0	seq1.p1	143	137	219	7	3	1
comp136810_c0	seq1.p1	686	556	615	1267	730	592
comp136813_c0	seq1.p1	38	33	17	4	9	7
comp136815_c0	seq1.p1	102	102	106	126	206	725
comp136815_c0	seq2.p1	135	96	103	170	346	920
comp136815_c0	seq4.p1	187	136	131	142	206	900
comp136819_c1	seq1.p1	7	7	12	14	8	275
comp136820_c0	seq1.p1	899	813	1396	851	764	618
comp136822_c0	seq1.p1	1117	993	1122	1078	1577	1749
comp136823_c0	seq2.p1	22	25	27	9	11	12
comp136825_c0	seq1.p1	38	43	75	12	20	39
comp136825_c1	seq1.p1	36	20	53	11	17	42
comp136825_c2	seq1.p1	84	89	107	23	34	101
comp136830_c0	seq1.p1	848	683	601	633	437	979
comp136830_c0	seq2.p1	990	699	644	714	481	1039
comp136831_c0	seq1.p1	67	76	0	2	34	0
comp136831_c0	seq2.p1	172	160	0	7	10	0
comp136832_c0	seq1.p1	103	60	115	5	28	23
comp136832_c1	seq1.p1	512	516	486	24	140	152
comp136833_c0	seq2.p1	370	240	179	266	370	322
comp136834_c1	seq1.p1	1308	1000	930	1327	2535	1570
comp136834_c1	seq2.p1	1828	1396	1068	1843	1826	1799
comp136835_c1	seq1.p1	18	1	8	61	1	4
comp136837_c0	seq1.p1	666	792	549	99	13	191
comp136837_c0	seq2.p1	550	664	301	38	21	90
comp136838_c0	seq1.p1	1022	761	730	199	379	400
comp136840_c0	seq1.p1	445	705	513	1	28	1
comp136841_c0	seq1.p1	3	2	7	1	3	4
comp136843_c0	seq1.p1	694	655	543	509	752	906
comp136844_c0	seq1.p1	1	4	4	28	3	13
comp136844_c0	seq2.p1	7	7	7	3	8	6
comp136844_c0	seq3.p1	1	1	4	1	1	4
comp136844_c0	seq8.p1	1	3	4	1	3	1
comp136844_c3	seq1.p1	2	3	4	2	9	4
comp136844_c4	seq1.p1	1	1	2	10	19	3
comp136844_c4	seq3.p1	69	18	46	721	34	105
comp136844_c4	seq4.p1	39	21	38	652	18	78
comp136846_c0	seq1.p1	421	415	340	520	605	771
comp136846_c0	seq3.p1	163	128	146	173	190	292
comp136847_c1	seq1.p1	15	9	0	185	152	0
comp136849_c0	seq1.p1	1813	1107	4136	445	73	52
comp136850_c0	seq1.p1	51	62	69	11	7	1
comp136852_c0	seq1.p1	0	0	0	30	17	0
comp136852_c0	seq2.p1	0	0	0	15	17	0
comp136853_c0	seq2.p1	116	39	134	59	71	127
comp136854_c0	seq1.p1	1719	1237	1333	1249	1657	2215
comp136854_c0	seq2.p1	1769	1334	1340	1312	1732	2292
comp136855_c0	seq1.p1	4	9	2	0	2	0
comp136855_c0	seq2.p1	4	5	8	0	1	5
comp136855_c0	seq4.p1	6	4	5	4	6	2
comp136855_c0	seq5.p1	12	10	10	1	2	3
comp136856_c0	seq1.p1	1215	944	1142	748	1034	1263
comp136857_c0	seq1.p1	3712	3242	2682	2564	2739	2472
comp136858_c3	seq1.p1	3	0	1	2	3	0
comp136860_c0	seq1.p1	1740	1234	1267	583	903	1808
comp136862_c0	seq2.p1	17	26	2	8	1	1
comp136862_c0	seq3.p1	19	19	4	13	0	0
comp136862_c0	seq4.p1	5	8	2	4	1	1
comp136865_c0	seq1.p1	150	150	174	201	103	665
comp136867_c0	seq1.p1	56	44	185	7	6	0
comp136867_c1	seq1.p1	33	43	93	5	2	0
comp13686_c0	seq1.p1	3	2	0	3	2	0
comp136870_c0	seq1.p1	918	708	435	23	32	28
comp136870_c0	seq3.p1	833	670	341	15	27	25
comp136870_c0	seq9.p1	472	309	227	9	12	19
comp136871_c0	seq1.p1	30	14	17	4	5	5
comp136871_c0	seq2.p1	64	31	36	13	13	4
comp136874_c0	seq1.p1	3577	2768	2923	2801	3598	5619
comp136876_c0	seq1.p1	607	577	399	171	256	279
comp136877_c0	seq1.p1	2	6	3	60	14	1
comp136879_c0	seq1.p1	1083	656	746	1431	814	768
comp136879_c0	seq2.p1	4043	3297	2784	3607	2991	2416
comp136881_c0	seq1.p1	1559	1139	1232	1561	1878	2819
comp136882_c0	seq1.p1	55	84	43	17	32	85
comp136882_c0	seq2.p1	376	386	320	81	226	429
comp136883_c1	seq1.p1	3524	2685	3314	2645	3799	2447
comp136884_c0	seq1.p1	207	133	250	64	35	128
comp136884_c0	seq2.p1	194	131	244	71	41	130
comp136884_c0	seq3.p1	376	263	373	146	58	196
comp136884_c0	seq4.p1	255	167	354	106	66	168
comp136885_c0	seq3.p1	9	13	4	13	6	7
comp136886_c0	seq1.p1	1	2	0	0	0	6
comp136886_c0	seq2.p1	5	6	6	6	8	6
comp136886_c0	seq3.p1	10	13	9	19	6	10
comp136888_c0	seq1.p1	32082	27795	20536	20659	24450	24198
comp136889_c0	seq2.p1	3	3	2	15	1	46
comp136889_c5	seq1.p1	1	3	0	3	0	185
comp136889_c6	seq1.p1	9	4	22	0	0	3
comp136892_c0	seq1.p1	1	4	2	2	87	1
comp136894_c1	seq1.p1	2388	1857	1985	5892	4230	17072
comp136895_c0	seq1.p1	47	49	10	58	180	62
comp136895_c1	seq1.p1	3	8	0	18	37	31
comp136896_c0	seq1.p1	33	16	44	0	0	1
comp136896_c2	seq1.p1	30	22	73	0	0	3
comp136899_c0	seq4.p1	0	3	0	5	1	2
comp136902_c1	seq10.p1	8	12	9	5	12	20
comp136902_c1	seq3.p1	11	15	5	11	12	14
comp136902_c1	seq5.p1	6	6	2	6	9	11
comp136902_c1	seq7.p1	5	11	3	5	16	20
comp136902_c1	seq8.p1	11	21	12	7	10	24
comp136902_c1	seq9.p1	5	4	5	6	20	15
comp136904_c0	seq5.p1	104	16	98	53	29	24
comp136905_c0	seq1.p1	4791	4039	4394	1425	2031	2990
comp136907_c0	seq1.p1	2666	2007	1859	1110	2068	2348
comp136909_c1	seq1.p1	3	4	0	0	227	1
comp136909_c1	seq2.p1	1	0	2	1	157	1
comp136909_c1	seq4.p1	10	5	0	6	2	4
comp136909_c2	seq1.p1	11	6	10	3	17	10
comp136911_c1	seq1.p1	6	10	8	18	2	14
comp136912_c1	seq1.p1	42	47	93	4	2	29
comp136912_c1	seq2.p1	26	49	61	4	1	14
comp136913_c0	seq1.p1	5	4	5	9	17	9
comp136914_c1	seq1.p1	22	9	13	66	31	33
comp136915_c0	seq2.p1	2007	1470	1523	642	287	110
comp136916_c1	seq1.p1	162	133	13	33	31	36
comp136916_c1	seq2.p1	878	789	814	359	485	1472
comp136916_c1	seq3.p1	119	86	0	18	10	0
comp136916_c1	seq4.p1	196	212	258	131	140	567
comp136916_c3	seq1.p1	15	26	48	21	14	56
comp136917_c0	seq1.p1	710	614	552	1033	937	883
comp136918_c0	seq1.p1	2126	1876	1984	1642	1947	3390
comp136920_c0	seq1.p1	11	8	3	10	5	5
comp136920_c0	seq3.p1	19	12	3	26	2	14
comp136920_c0	seq4.p2	68	54	2	50	15	5
comp136921_c0	seq1.p1	880	754	685	915	702	2035
comp136922_c1	seq7.p3	4	8	0	7	4	3
comp136924_c0	seq1.p1	189	142	82	0	1	0
comp136924_c0	seq2.p1	171	134	130	0	0	0
comp136927_c0	seq1.p1	805	1160	817	277	63	2
comp136929_c2	seq1.p1	23	18	4	10	6	11
comp136931_c1	seq1.p1	4	0	1	18	17	16
comp136931_c1	seq5.p1	2	1	4	4	1	6
comp136933_c1	seq1.p1	851	674	2312	49	1	0
comp136933_c1	seq2.p1	809	676	2017	44	0	2
comp136934_c1	seq5.p1	1	2	0	1	5	2
comp136935_c0	seq1.p1	1387	1498	1199	1787	1613	2676
comp136936_c0	seq1.p1	1148	1052	901	701	766	1597
comp136936_c0	seq2.p1	335	403	281	205	223	515
comp136938_c0	seq1.p1	1407	1241	1967	1686	1374	9282
comp136939_c0	seq1.p1	9	7	17	0	3	31
comp136939_c1	seq1.p1	32	31	42	6	8	45
comp136940_c0	seq1.p1	13	3	1	1	17	2
comp136940_c1	seq11.p2	94	72	101	13	57	80
comp136940_c1	seq13.p1	77	89	44	12	86	37
comp136940_c1	seq14.p1	118	133	134	49	56	100
comp136940_c1	seq17.p2	89	88	114	24	71	99
comp136940_c1	seq22.p2	34	44	35	26	23	33
comp136940_c1	seq3.p1	56	52	2	0	84	0
comp136940_c1	seq7.p1	266	239	140	92	91	111
comp136940_c1	seq9.p2	123	122	107	34	37	85
comp136941_c0	seq1.p1	58	52	27	7	22	2
comp136942_c0	seq2.p1	9	10	8	1	0	1
comp136943_c1	seq1.p1	186	174	168	160	80	287
comp136943_c1	seq4.p1	513	336	422	533	414	654
comp136943_c1	seq9.p1	587	366	475	606	409	738
comp136945_c0	seq1.p1	758	617	570	410	556	1082
comp136947_c2	seq1.p1	6	9	1	0	1	1
comp136947_c2	seq2.p1	14	26	1	0	2	2
comp136947_c3	seq1.p1	1231	922	592	445	588	742
comp136947_c3	seq13.p1	47	38	31	15	103	37
comp136947_c3	seq2.p1	577	391	329	318	404	419
comp136948_c0	seq1.p1	737	676	663	703	784	1054
comp136950_c0	seq1.p1	6	4	0	12	28	16
comp136950_c0	seq2.p1	0	4	1	6	18	7
comp136951_c0	seq3.p1	50	51	58	6	7	25
comp136951_c0	seq4.p1	17	24	14	1	3	6
comp136951_c0	seq5.p1	21	30	11	8	5	11
comp136951_c0	seq6.p1	48	59	62	13	18	27
comp136951_c0	seq8.p1	35	37	28	3	12	21
comp136952_c0	seq5.p1	2	1	1	5	2	5
comp136952_c0	seq6.p1	5	0	0	3	7	1
comp136953_c0	seq1.p1	5918	4821	4270	3043	5222	8231
comp136956_c0	seq1.p1	202	207	233	82	116	216
comp136956_c0	seq2.p1	221	213	247	103	120	277
comp136956_c0	seq3.p1	176	199	172	81	108	207
comp136956_c0	seq4.p1	421	415	428	205	316	492
comp136957_c0	seq1.p1	61	46	64	13	29	23
comp136957_c0	seq2.p1	75	51	39	17	29	22
comp136957_c0	seq4.p1	79	73	65	13	34	32
comp136957_c0	seq5.p1	84	87	54	12	49	35
comp136957_c0	seq7.p1	49	41	32	10	26	17
comp136958_c1	seq1.p1	121	141	100	104	135	127
comp136958_c1	seq2.p1	392	319	274	232	279	291
comp136960_c3	seq2.p1	40	64	2	0	6	0
comp136961_c1	seq1.p1	507	455	320	115	234	327
comp136961_c1	seq2.p1	298	293	156	77	165	247
comp136962_c0	seq1.p1	744	659	459	548	738	414
comp136965_c0	seq1.p1	6780	6160	4650	7350	8211	14941
comp136966_c0	seq1.p1	3476	2875	2143	9465	5209	8771
comp136967_c1	seq1.p1	9	2	3	2	5	0
comp136967_c1	seq2.p1	3	4	2	4	0	4
comp136968_c0	seq1.p1	179	116	223	215	157	147
comp136968_c0	seq2.p1	74	75	113	101	168	67
comp136971_c1	seq2.p1	24	20	14	6	6	10
comp136971_c1	seq3.p1	14	21	10	4	5	6
comp136971_c1	seq6.p1	57	63	26	8	8	10
comp136972_c1	seq1.p1	996	999	927	0	5	0
comp136973_c0	seq1.p1	11	9	5	3	9	10
comp136974_c2	seq6.p1	2	0	4	10	5	2
comp136976_c0	seq1.p1	1090	934	1012	205	390	640
comp136979_c1	seq1.p1	284	309	169	179	121	63
comp136979_c1	seq2.p1	639	631	426	551	241	164
comp136979_c1	seq3.p1	310	294	204	187	147	62
comp136979_c1	seq4.p1	314	302	194	189	96	76
comp136979_c1	seq7.p1	301	304	167	172	192	67
comp136979_c2	seq1.p2	0	0	0	0	17	0
comp136980_c0	seq1.p1	102	102	34	11	3	1
comp136980_c0	seq2.p1	104	100	51	21	5	2
comp136980_c0	seq3.p1	42	16	14	4	1	1
comp136980_c0	seq5.p1	22	17	0	2	0	0
comp136981_c0	seq1.p1	120	120	35	0	0	0
comp136982_c0	seq1.p1	685	766	465	326	319	691
comp136982_c0	seq2.p1	1569	1676	1157	1111	996	1754
comp136983_c0	seq1.p1	5864	4677	4626	2459	3146	6482
comp136984_c0	seq1.p1	293	257	268	47	64	168
comp136984_c0	seq2.p1	265	214	219	25	51	145
comp136986_c0	seq1.p1	1513	1284	1096	561	961	1193
comp136987_c0	seq1.p1	942	814	636	98	56	213
comp136988_c0	seq1.p1	1	0	0	0	77	1
comp136988_c0	seq2.p1	0	1	1	0	16	0
comp136989_c0	seq1.p1	522	558	417	363	448	600
comp136990_c0	seq1.p1	57	35	33	3	0	0
comp136990_c0	seq2.p1	52	12	35	5	0	0
comp136990_c0	seq3.p1	52	40	44	8	0	0
comp136990_c0	seq5.p1	23	11	15	4	1	0
comp136991_c0	seq1.p1	17	19	29	2	0	25
comp136991_c0	seq2.p1	15	21	13	0	0	25
comp136992_c0	seq1.p1	234	220	290	152	255	803
comp136993_c0	seq2.p1	1496	1282	882	6401	5695	9973
comp136994_c0	seq1.p1	109	116	118	13	29	362
comp136994_c0	seq3.p1	92	90	98	11	26	273
comp136994_c0	seq5.p1	117	105	173	18	43	506
comp136995_c0	seq1.p1	244	177	19	30	41	33
comp136995_c0	seq2.p1	109	95	106	38	80	135
comp136997_c0	seq1.p1	714	753	255	0	1	0
comp136997_c0	seq2.p1	1895	1715	1388	0	0	0
comp136997_c1	seq1.p1	182	141	340	1	0	0
comp136998_c2	seq1.p1	455	402	288	242	53	260
comp136999_c0	seq1.p1	741	772	333	521	205	8
comp137001_c0	seq1.p1	4	11	0	2	0	0
comp137005_c0	seq1.p1	189	52	193	171	118	146
comp137005_c0	seq2.p1	208	61	229	146	136	168
comp137006_c0	seq1.p1	842	573	697	494	727	1109
comp137007_c0	seq1.p1	854	610	792	310	298	570
comp137008_c0	seq1.p1	54	35	40	50	831	51
comp137008_c0	seq2.p1	118	100	66	85	1251	102
comp137009_c0	seq1.p1	5773	4874	3046	5491	7159	3563
comp137010_c0	seq1.p1	3133	3463	1951	1099	993	2193
comp137011_c0	seq1.p1	2	1	56	4	239	59
comp137012_c0	seq1.p1	1142	1079	786	938	748	1166
comp137014_c0	seq1.p1	1699	1272	1844	909	1346	1761
comp137015_c0	seq1.p1	2415	1979	762	536	2639	197
comp137017_c0	seq1.p1	9	6	12	0	4	1
comp137017_c0	seq2.p1	60	69	37	7	10	6
comp137018_c0	seq1.p1	0	0	1	3	12	1
comp137018_c0	seq3.p1	8	8	5	25	23	12
comp137019_c0	seq3.p1	7	2	42	0	24	45
comp137020_c0	seq1.p1	1879	1892	1795	4131	4848	3400
comp137021_c0	seq14.p1	3	5	6	1	11	1
comp137021_c0	seq19.p2	3	5	3	2	0	2
comp137021_c0	seq2.p1	14	6	21	9	2	2
comp137021_c0	seq23.p1	7	3	5	1	10	1
comp137021_c0	seq5.p1	2	3	2	3	5	0
comp137022_c0	seq3.p1	87	123	51	0	2	0
comp137022_c1	seq1.p1	1	2	2	8	6	3
comp137022_c5	seq2.p1	14	8	2	4	0	0
comp137022_c9	seq1.p1	14	21	5	0	1	0
comp137022_c9	seq4.p1	40	47	5	2	0	0
comp137026_c0	seq1.p1	1061	902	943	709	840	1230
comp137027_c0	seq1.p1	3	1	8	1	9	32
comp137027_c0	seq3.p1	3	2	1	2	0	22
comp137029_c0	seq1.p1	3	11	2	4	1	3
comp137029_c0	seq2.p1	10	15	10	10	3	19
comp137029_c0	seq4.p1	11	13	4	3	2	20
comp137029_c0	seq5.p1	0	0	1	5	0	0
comp137030_c0	seq1.p1	0	0	0	42	23	0
comp137030_c0	seq2.p1	0	0	0	56	18	2
comp137031_c0	seq1.p1	556	616	383	357	205	472
comp137033_c0	seq1.p1	625	550	528	844	709	1315
comp137034_c1	seq1.p1	1304	1229	813	885	1088	1057
comp137034_c2	seq1.p1	6491	5521	4231	4688	6044	4843
comp137035_c0	seq1.p1	1	3	0	9	5	1
comp137038_c2	seq1.p1	836	788	1087	207	8	847
comp137038_c2	seq2.p1	785	772	1030	194	8	870
comp137041_c0	seq2.p1	6	9	0	0	0	0
comp137043_c0	seq1.p1	18	15	59	0	1	0
comp137043_c0	seq2.p1	14	13	50	0	1	0
comp137043_c0	seq3.p1	8	8	55	0	0	0
comp137043_c0	seq4.p1	12	7	44	0	0	0
comp137044_c0	seq1.p1	52	46	29	0	0	11
comp137046_c0	seq10.p1	14	10	9	0	1	17
comp137046_c0	seq3.p1	2	4	6	1	0	3
comp137046_c0	seq5.p1	8	6	14	1	6	13
comp137046_c0	seq6.p1	7	11	12	5	2	24
comp137050_c1	seq1.p1	43	51	72	9	20	10
comp137051_c0	seq1.p1	3660	2200	1330	203	3232	1379
comp137051_c0	seq2.p1	1690	1346	675	89	1437	570
comp137051_c0	seq7.p1	2395	1869	844	146	1860	698
comp137051_c2	seq1.p1	58	41	28	8	5	2
comp137052_c0	seq1.p1	1234	1160	911	606	563	1209
comp137052_c0	seq3.p1	797	740	669	480	475	900
comp137052_c0	seq4.p1	740	683	595	261	268	633
comp137055_c0	seq2.p1	76	32	70	39	13	13
comp137055_c0	seq5.p1	56	71	48	43	10	12
comp137056_c1	seq1.p1	4	5	1	1	0	0
comp137056_c1	seq2.p1	7	3	4	1	0	4
comp137057_c0	seq1.p1	169	135	191	157	281	418
comp137057_c0	seq2.p1	238	208	343	179	353	540
comp137057_c0	seq3.p1	119	81	188	93	184	351
comp137057_c0	seq4.p1	199	171	327	141	240	533
comp137058_c0	seq1.p1	6815	4932	5151	4764	6189	6310
comp137061_c0	seq1.p1	33	34	26	0	0	0
comp137061_c0	seq2.p1	34	46	43	0	1	0
comp137063_c0	seq1.p1	42	32	118	0	0	2
comp137063_c0	seq2.p1	67	69	85	1	0	4
comp137063_c0	seq4.p1	78	89	191	0	3	2
comp137063_c0	seq5.p1	32	36	40	0	1	0
