gene_id	isoform	gameto_2	gameto_4	gameto_6	sporo_1	sporo_3	sporo_5
comp145059_c1	seq14.p1	47	42	16	8	17	2
comp145059_c1	seq20.p1	24	13	7	3	14	1
comp145059_c1	seq3.p1	66	62	12	11	12	3
comp145059_c1	seq5.p1	11	10	0	2	0	0
comp145059_c1	seq6.p1	77	75	12	18	16	12
comp145059_c1	seq7.p1	10	11	3	0	6	3
comp145059_c4	seq1.p1	66	27	10	6	14	3
comp145059_c4	seq10.p1	60	28	13	6	12	1
comp145059_c4	seq11.p1	108	36	33	14	40	3
comp145059_c4	seq3.p1	70	21	14	17	13	1
comp145059_c4	seq5.p1	74	32	19	2	24	3
comp145059_c4	seq9.p1	23	13	7	2	2	2
comp145060_c1	seq11.p1	34	29	27	11	28	29
comp145060_c1	seq3.p2	0	0	0	0	7	0
comp145060_c1	seq4.p1	18	15	20	4	37	21
comp145060_c1	seq6.p1	80	63	59	13	69	73
comp145060_c1	seq7.p1	20	21	21	4	16	18
comp145061_c1	seq1.p1	22	19	29	7	41	38
comp145061_c1	seq12.p1	15	13	15	10	50	32
comp145061_c1	seq15.p1	2	4	1	5	7	7
comp145061_c1	seq2.p1	15	9	13	9	17	17
comp145061_c1	seq20.p1	13	7	13	0	9	25
comp145061_c1	seq24.p1	3	2	2	6	25	15
comp145061_c1	seq27.p1	37	42	23	10	39	30
comp145061_c1	seq29.p1	19	13	17	12	15	27
comp145061_c1	seq41.p1	24	19	24	8	28	53
comp145061_c1	seq43.p1	16	11	14	4	12	16
comp145061_c1	seq44.p1	23	23	25	6	15	38
comp145061_c1	seq5.p1	34	31	26	19	21	37
comp145061_c1	seq9.p1	17	19	19	8	51	37
comp145062_c0	seq1.p1	904	704	884	334	121	489
comp145062_c1	seq1.p1	2467	1896	2978	732	943	1360
comp145062_c2	seq1.p1	448	334	281	109	95	103
comp145063_c1	seq1.p1	396	274	297	15	13	0
comp145064_c0	seq1.p1	343	409	543	50	36	122
comp145065_c5	seq2.p1	275	170	354	77	105	228
comp145066_c2	seq1.p1	5	0	2	16	4	6
comp145066_c2	seq2.p1	34	42	21	27	40	8
comp145066_c2	seq3.p1	5	8	9	2	17	5
comp145067_c0	seq1.p1	27	36	28	19	16	26
comp145067_c0	seq10.p1	0	0	2	0	0	2
comp145067_c0	seq11.p1	5	0	0	5	0	0
comp145067_c0	seq12.p1	10	12	1	59	0	0
comp145067_c0	seq2.p1	24	25	18	21	10	25
comp145067_c0	seq4.p1	21	7	17	7	4	6
comp145067_c0	seq9.p1	12	11	16	16	4	12
comp145068_c0	seq1.p1	375	255	383	275	249	789
comp145068_c0	seq2.p1	475	307	482	292	352	895
comp145068_c0	seq5.p1	397	314	442	345	343	836
comp145069_c0	seq11.p1	55	64	55	15	0	145
comp145069_c0	seq13.p1	91	71	62	32	1	148
comp145069_c0	seq15.p1	135	97	69	27	0	210
comp145069_c0	seq19.p1	88	86	47	24	0	139
comp145069_c0	seq20.p1	97	84	49	15	0	193
comp145069_c0	seq21.p1	175	132	120	29	23	238
comp145069_c0	seq5.p1	220	94	210	147	26	295
comp145069_c0	seq7.p1	136	134	75	35	2	184
comp145069_c0	seq9.p1	160	135	68	38	0	208
comp145069_c3	seq1.p1	10	5	28	2	9	5
comp145070_c0	seq1.p1	225	238	250	410	201	243
comp145070_c0	seq2.p1	587	496	199	488	75	132
comp145070_c1	seq1.p1	311	321	376	570	654	308
comp145070_c1	seq10.p1	595	556	791	1019	546	592
comp145070_c1	seq12.p1	447	422	591	733	557	423
comp145070_c1	seq13.p1	1177	879	404	639	455	177
comp145070_c1	seq14.p1	1134	849	325	647	315	126
comp145070_c1	seq15.p1	975	749	351	639	397	166
comp145070_c1	seq2.p1	571	514	427	626	432	240
comp145070_c1	seq4.p1	454	422	496	603	645	336
comp145071_c1	seq1.p1	82	33	180	31	45	189
comp145071_c5	seq1.p1	157	75	183	84	120	281
comp145071_c5	seq2.p1	256	97	322	44	153	463
comp145071_c6	seq1.p1	46	56	60	9	60	131
comp145071_c6	seq2.p1	125	130	165	19	94	352
comp145071_c8	seq1.p1	87	29	99	50	61	140
comp145071_c8	seq2.p1	67	28	66	36	63	66
comp145072_c1	seq1.p1	26	16	25	0	2	0
comp145072_c1	seq2.p1	39	28	35	2	3	0
comp145072_c1	seq3.p1	13	13	10	1	1	0
comp145073_c2	seq1.p1	12	18	10	2	0	5
comp145073_c2	seq11.p1	29	14	18	5	0	14
comp145073_c2	seq13.p1	15	4	3	2	1	0
comp145073_c2	seq15.p1	17	15	18	6	0	11
comp145073_c2	seq16.p1	56	25	80	5	22	19
comp145073_c2	seq23.p1	28	15	23	11	0	8
comp145073_c2	seq25.p1	99	22	99	16	0	6
comp145073_c2	seq27.p1	26	17	17	1	0	12
comp145073_c2	seq5.p1	30	26	21	7	0	21
comp145073_c2	seq6.p1	38	13	33	7	0	17
comp145073_c2	seq7.p1	24	24	19	2	0	5
comp145073_c2	seq9.p1	38	54	42	7	0	8
comp145074_c0	seq1.p1	6397	5480	3177	291	144	0
comp145074_c1	seq1.p1	2088	1503	1151	80	59	0
comp145075_c1	seq1.p1	248	242	8	171	37	69
comp145076_c1	seq1.p1	5	6	7	9	3	10
comp145077_c3	seq1.p1	2	3	8	10	18	17
comp145077_c3	seq10.p1	25	23	14	0	14	64
comp145077_c3	seq13.p1	7	19	6	1	3	2
comp145077_c3	seq2.p1	10	4	3	2	5	7
comp145077_c3	seq4.p1	8	5	5	26	30	12
comp145077_c3	seq5.p1	4	13	9	4	5	9
comp145077_c3	seq8.p1	10	5	2	0	2	2
comp145078_c0	seq1.p1	12	12	10	41	278	261
comp145078_c0	seq10.p1	20	13	7	25	244	143
comp145078_c0	seq2.p1	14	10	9	134	212	368
comp145078_c0	seq3.p1	8	4	9	22	204	143
comp145078_c0	seq5.p1	11	15	8	39	494	293
comp145078_c0	seq6.p1	1	1	7	45	62	28
comp145078_c0	seq7.p1	1	0	3	78	179	31
comp145078_c0	seq8.p1	1	1	2	71	107	23
comp145079_c0	seq2.p1	8	10	9	9	42	3
comp145080_c0	seq10.p1	34	33	31	10	0	24
comp145080_c0	seq15.p1	33	12	74	10	13	32
comp145080_c0	seq18.p1	4	4	11	0	0	0
comp145080_c0	seq2.p1	164	107	47	86	1	43
comp145080_c0	seq21.p1	28	17	83	98	2	206
comp145080_c0	seq25.p1	52	39	55	34	3	74
comp145080_c0	seq8.p1	14	14	89	1	12	42
comp145080_c0	seq9.p1	17	27	21	5	0	4
comp145082_c0	seq1.p1	784	594	740	332	538	804
comp145083_c1	seq1.p1	75	52	35	0	0	0
comp145083_c1	seq2.p1	101	70	52	0	0	0
comp145083_c1	seq3.p1	94	71	37	1	0	0
comp145085_c0	seq1.p1	0	1	0	0	0	199
comp145086_c0	seq2.p1	671	477	405	501	521	845
comp145086_c0	seq3.p1	224	208	155	188	119	378
comp145087_c3	seq1.p1	907	904	914	1250	987	1830
comp145087_c3	seq7.p1	30	23	32	15	10	42
comp145087_c3	seq8.p1	27	17	21	11	20	31
comp145087_c6	seq1.p1	6	7	1	24	7	20
comp145089_c1	seq1.p1	690	590	632	918	974	1082
comp145089_c1	seq2.p1	556	459	486	805	1081	868
comp145090_c0	seq2.p1	34	20	15	15	16	28
comp145090_c0	seq3.p1	51	35	49	20	25	72
comp145090_c0	seq4.p1	26	28	27	24	12	30
comp145090_c0	seq6.p1	20	15	19	16	21	31
comp145090_c0	seq7.p1	46	69	39	15	34	64
comp145090_c0	seq8.p2	20	17	23	10	9	21
comp145090_c0	seq9.p1	47	36	32	28	19	73
comp145091_c0	seq1.p1	245	211	118	784	1146	1371
comp145091_c0	seq2.p1	459	405	168	1984	2587	2899
comp145092_c0	seq1.p1	517	382	346	732	708	637
comp145093_c0	seq1.p1	560	510	489	263	394	724
comp145094_c2	seq2.p1	5	6	20	37	172	52
comp145094_c2	seq3.p1	0	0	0	37	11397	7
comp145094_c2	seq4.p1	1171	1207	892	1151	1084	860
comp145094_c2	seq5.p1	16	21	3	101	195	130
comp145094_c2	seq8.p1	8	15	29	46	193	79
comp145094_c2	seq9.p1	53	43	6	335	417	338
comp145094_c3	seq1.p1	847	769	453	672	352	494
comp145096_c1	seq1.p1	566	505	472	204	379	137
comp145099_c1	seq1.p1	36	24	125	26	17	169
comp145099_c1	seq2.p1	39	31	102	26	16	133
comp145099_c1	seq3.p1	1	0	0	4	0	33
comp145102_c0	seq1.p1	376	303	348	259	133	349
comp145102_c0	seq5.p1	186	157	108	113	81	129
comp145102_c0	seq8.p1	237	141	180	120	71	194
comp145103_c0	seq1.p1	107	78	79	45	34	60
comp145103_c0	seq10.p1	70	79	77	31	51	93
comp145103_c0	seq3.p1	69	84	103	38	54	98
comp145103_c1	seq1.p1	46	33	35	47	25	64
comp145103_c1	seq2.p1	168	142	134	108	95	167
comp145103_c1	seq4.p1	274	171	168	142	118	225
comp145104_c0	seq1.p1	3	13	5	331	88	10
comp145105_c0	seq1.p1	606	449	417	381	246	167
comp145105_c0	seq2.p1	716	554	458	502	322	215
comp145105_c1	seq1.p1	425	393	260	120	108	172
comp145106_c0	seq1.p1	2	0	0	0	458	0
comp145106_c1	seq1.p1	1	0	2234	0	0	659
comp145106_c1	seq2.p1	13	19	1	0	0	0
comp145106_c1	seq4.p1	51	48	5	147	0	8
comp145106_c1	seq5.p1	1	0	2	1	59	0
comp145106_c1	seq6.p1	647	606	60	187	60	50
comp145106_c3	seq1.p1	0	0	0	0	264	0
comp145107_c0	seq1.p1	1157	1077	917	1828	2666	2994
comp145107_c2	seq1.p1	896	671	527	2130	1745	1353
comp145108_c0	seq1.p1	4	0	0	92	34	3
comp145108_c0	seq2.p1	0	1	0	132	23	0
comp145108_c0	seq3.p1	1	0	0	130	32	2
comp145109_c1	seq1.p1	18687	15037	16441	7308	9134	11703
comp145110_c0	seq1.p1	1921	1516	1745	939	1547	1255
comp145112_c0	seq1.p1	1232	1111	1149	1100	1468	1539
comp145113_c0	seq1.p1	80	72	40	148	79	4
comp145113_c0	seq2.p1	109	109	122	121	143	7
comp145115_c0	seq1.p1	83	60	95	89	96	170
comp145115_c0	seq12.p1	53	55	83	44	102	151
comp145115_c0	seq13.p1	29	21	21	25	19	56
comp145115_c0	seq2.p1	44	22	35	41	20	61
comp145115_c0	seq3.p1	54	42	51	51	99	111
comp145115_c0	seq4.p1	50	36	49	32	70	101
comp145115_c0	seq8.p1	77	38	108	70	112	206
comp145115_c0	seq9.p1	36	36	36	43	91	78
comp145116_c0	seq1.p1	215	181	167	212	115	202
comp145116_c0	seq2.p1	195	149	142	184	138	210
comp145116_c0	seq4.p1	19	27	21	20	14	34
comp145116_c0	seq5.p1	168	135	110	119	108	181
comp145116_c0	seq6.p1	61	59	50	72	53	80
comp145117_c0	seq1.p1	31	18	166	1	0	0
comp145117_c0	seq2.p1	54	18	175	3	2	0
comp145117_c1	seq1.p1	1	0	3	679	366	0
comp145119_c0	seq1.p1	53	66	33	29	32	23
comp145119_c0	seq3.p1	96	72	68	71	58	75
comp145119_c0	seq4.p1	55	73	39	36	27	40
comp145120_c0	seq1.p1	9	17	13	21	23	27
comp145120_c0	seq3.p1	1	5	2	3	0	1
comp145120_c0	seq5.p1	1	6	1	2	7	2
comp145120_c0	seq6.p1	1	5	1	0	1	3
comp145120_c0	seq7.p1	2	11	3	6	8	9
comp145120_c0	seq8.p1	2	7	9	4	4	4
comp145122_c8	seq1.p1	0	1	0	0	19	0
comp145123_c0	seq1.p1	8	15	0	19	1	4
comp145123_c0	seq2.p1	0	1	0	1	117	0
comp145124_c5	seq10.p1	28	17	258	1	35	86
comp145124_c5	seq11.p1	22	21	12	1	2	3
comp145124_c5	seq14.p1	61	55	35	13	4	12
comp145124_c5	seq15.p1	77	50	118	7	9	31
comp145124_c5	seq18.p1	23	24	25	4	5	10
comp145124_c5	seq2.p1	47	35	38	3	2	8
comp145124_c5	seq3.p1	53	56	145	7	27	38
comp145124_c5	seq4.p1	47	41	125	4	17	37
comp145124_c5	seq6.p1	18	10	345	2	42	109
comp145124_c5	seq7.p1	1	4	105	0	12	38
comp145125_c0	seq1.p1	1198	1185	84	1	133	0
comp145125_c0	seq3.p1	937	892	59	1	167	0
comp145126_c2	seq2.p1	52	39	19	74	184	305
comp145126_c2	seq4.p1	29	30	11	62	413	136
comp145126_c2	seq6.p1	23	26	29	65	115	177
comp145127_c0	seq1.p1	225	194	213	129	407	211
comp145128_c0	seq1.p1	519	473	538	293	694	530
comp145128_c0	seq2.p1	993	938	928	614	690	1009
comp145133_c4	seq16.p1	41	15	21	2	3	3
comp145133_c4	seq18.p1	7	1	4	11	17	9
comp145133_c5	seq1.p1	18	9	15	83	28	98
comp145134_c0	seq1.p1	137	123	197	260	152	285
comp145134_c0	seq2.p1	143	100	129	208	133	201
comp145135_c0	seq3.p1	5	0	2	0	4	1
comp145135_c2	seq4.p1	11	15	5	9	10	10
comp145135_c3	seq1.p1	0	7	5	5	3	10
comp145136_c0	seq1.p1	142	143	150	42	74	82
comp145136_c0	seq2.p1	175	171	219	65	44	139
comp145136_c0	seq3.p1	101	68	66	25	106	47
comp145136_c0	seq4.p1	150	101	180	37	65	107
comp145137_c0	seq1.p1	5	4	5	369	420	159
comp145138_c1	seq1.p1	5568	3421	6607	3481	5054	4112
comp145139_c1	seq10.p1	30	30	19	34	70	31
comp145139_c1	seq2.p1	15	11	8	25	31	15
comp145139_c1	seq6.p1	18	22	16	36	88	35
comp145139_c1	seq7.p1	11	13	9	19	38	22
comp145139_c1	seq8.p1	334	346	323	88	14	5
comp145140_c4	seq1.p1	1435	1034	944	391	399	621
comp145140_c4	seq2.p1	1309	892	1064	349	466	782
comp145141_c0	seq1.p1	8	4	3	0	2	0
comp145141_c3	seq2.p1	9	13	9	1	3	0
comp145141_c3	seq3.p1	5	12	5	1	1	0
comp145141_c3	seq5.p1	10	12	7	0	3	0
comp145141_c3	seq6.p1	14	14	16	1	5	1
comp145142_c6	seq1.p1	1095	682	676	45	172	9
comp145142_c7	seq1.p1	1137	829	652	636	512	647
comp145142_c7	seq2.p1	830	635	675	466	529	720
comp145142_c7	seq3.p1	465	470	196	292	252	262
comp145142_c7	seq5.p1	44	51	20	9	7	5
comp145143_c0	seq1.p1	26037	17294	18800	11722	13988	11613
comp145143_c0	seq2.p1	34994	28318	32018	10602	25595	36105
comp145143_c2	seq1.p1	3145	1517	2918	2282	1438	2168
comp145143_c3	seq1.p1	4219	3141	3168	1788	2591	2395
comp145143_c4	seq1.p1	7863	5271	7270	3918	5806	9909
comp145144_c0	seq1.p1	94	62	43	25	49	61
comp145144_c0	seq2.p1	95	85	76	51	72	118
comp145144_c0	seq3.p1	71	74	49	24	53	81
comp145145_c0	seq1.p1	70	85	71	67	186	280
comp145145_c1	seq1.p1	976	856	823	627	1797	2372
comp145146_c0	seq5.p1	0	12	9	6	3	8
comp145147_c0	seq1.p1	1639	1509	1322	1362	2116	2396
comp145148_c0	seq1.p1	107	78	93	41	49	97
comp145148_c1	seq1.p1	125	75	162	38	67	188
comp145148_c1	seq2.p1	169	116	205	98	142	251
comp145148_c1	seq3.p1	121	68	161	47	94	214
comp145148_c6	seq1.p1	95	42	39	52	0	88
comp145148_c6	seq2.p1	42	11	35	7	65	22
comp145148_c6	seq3.p1	185	108	211	40	51	194
comp145148_c7	seq1.p1	85	29	64	42	0	88
comp145148_c8	seq1.p1	103	40	113	37	34	104
comp145148_c8	seq2.p1	92	35	68	20	14	53
comp145149_c0	seq1.p1	1037	813	802	926	1078	1346
comp145149_c0	seq2.p1	1082	780	766	869	1079	1231
comp145150_c0	seq1.p1	1638	1017	1099	430	368	8
comp145152_c1	seq2.p1	2684	2300	2152	1951	3227	4825
comp145153_c0	seq1.p1	61	91	11	2	0	0
comp145153_c0	seq2.p1	20	29	2	1	0	0
comp145154_c0	seq2.p1	23	28	17	2	0	0
comp145154_c0	seq4.p1	21	29	13	2	0	0
comp145155_c0	seq1.p1	1387	1181	1174	741	1091	1050
comp145156_c0	seq11.p1	111	126	79	67	65	111
comp145156_c0	seq13.p1	1315	995	924	739	760	889
comp145156_c0	seq2.p1	106	121	86	66	73	109
comp145156_c0	seq5.p1	108	88	77	45	96	100
comp145156_c0	seq8.p1	111	123	80	54	65	100
comp145157_c0	seq1.p1	264	171	213	90	88	104
comp145157_c0	seq2.p1	187	161	212	57	93	96
comp145157_c1	seq1.p1	335	285	262	82	89	120
comp145158_c3	seq2.p1	2	1	1	3	0	6
comp145158_c9	seq1.p1	580	473	314	334	256	511
comp145159_c0	seq1.p1	4	4	2	12	4	9
comp145159_c1	seq1.p1	6	1	3	4	3	3
comp145160_c0	seq1.p1	1044	885	820	974	1070	1241
comp145161_c0	seq1.p1	169	51	153	75	135	169
comp145161_c1	seq1.p1	176	100	154	45	138	158
comp145161_c2	seq1.p1	47	12	23	20	26	18
comp145161_c2	seq2.p1	21	6	40	8	10	48
comp145161_c3	seq1.p1	86	29	77	37	63	72
comp145161_c3	seq2.p1	90	34	104	40	56	96
comp145162_c0	seq10.p1	51	42	53	11	77	52
comp145162_c0	seq12.p1	70	62	81	16	82	53
comp145162_c0	seq15.p1	92	90	94	37	130	77
comp145162_c0	seq22.p1	22	24	26	5	62	10
comp145162_c0	seq25.p1	30	34	36	2	50	13
comp145162_c0	seq3.p1	85	70	106	24	86	60
comp145162_c0	seq4.p1	72	57	85	20	96	47
comp145162_c0	seq5.p1	45	37	58	8	24	26
comp145162_c0	seq7.p1	60	54	93	18	45	33
comp145162_c0	seq8.p1	121	120	152	41	80	123
comp145162_c0	seq9.p1	17	16	17	3	5	1
comp145163_c0	seq1.p1	660	418	616	566	1116	966
comp145163_c1	seq3.p1	10	2	16	2	2	3
comp145164_c1	seq1.p1	0	0	0	13	28	84
comp145164_c1	seq2.p1	0	0	0	11	34	38
comp145164_c1	seq4.p1	1	0	0	31	13	166
comp145164_c1	seq7.p1	0	0	0	11	12	89
comp145165_c0	seq3.p1	3	2	2	18	8	20
comp145167_c1	seq1.p1	60	38	3	121	0	5
comp145167_c1	seq2.p1	41	26	13	82	0	25
comp145167_c2	seq1.p1	37	21	16	86	0	50
comp145167_c2	seq2.p1	27	10	30	79	0	125
comp145168_c0	seq1.p1	2216	1654	1794	781	1558	1982
comp145169_c0	seq1.p1	65	41	81	35	21	17
comp145170_c0	seq13.p1	55	54	52	13	14	42
comp145170_c0	seq21.p1	55	42	56	11	14	47
comp145170_c0	seq23.p1	41	48	45	12	7	50
comp145170_c0	seq26.p1	47	41	48	18	11	47
comp145170_c0	seq27.p1	57	54	73	21	11	54
comp145170_c0	seq29.p1	38	35	33	11	8	56
comp145170_c0	seq36.p1	47	38	58	10	14	59
comp145170_c0	seq44.p1	69	45	59	13	14	54
comp145170_c0	seq45.p1	72	48	75	16	9	58
comp145170_c0	seq49.p1	56	42	44	11	9	42
comp145170_c0	seq50.p1	71	38	61	16	6	57
comp145170_c0	seq56.p1	48	29	56	13	10	43
comp145170_c0	seq62.p1	60	36	52	15	12	36
comp145171_c0	seq1.p1	339	256	268	299	440	363
comp145171_c0	seq2.p1	264	182	235	230	334	334
comp145172_c0	seq1.p1	61	66	52	24	67	49
comp145172_c1	seq1.p1	291	251	182	61	217	216
comp145173_c1	seq1.p1	630	573	575	161	267	498
comp145173_c1	seq2.p1	105	32	71	45	44	105
comp145173_c3	seq1.p1	2260	2041	956	0	0	2
comp145174_c0	seq1.p1	66	45	64	10	40	55
comp145174_c1	seq1.p1	188	129	186	43	92	208
comp145174_c3	seq2.p1	14	23	20	2	17	13
comp145174_c4	seq1.p1	44	28	58	28	23	40
comp145174_c5	seq1.p1	413	201	399	295	184	540
comp145174_c5	seq3.p1	159	74	130	47	79	161
comp145174_c5	seq5.p1	86	40	101	56	63	123
comp145174_c5	seq6.p1	54	23	73	61	51	95
comp145174_c5	seq7.p1	43	28	51	54	32	95
comp145174_c6	seq1.p1	175	154	139	35	91	157
comp145175_c0	seq1.p1	499	403	480	150	324	646
comp145176_c1	seq1.p1	71	26	56	24	14	45
comp145176_c2	seq1.p1	68	29	66	14	23	42
comp145176_c3	seq1.p1	249	301	241	124	175	347
comp145176_c4	seq1.p1	463	312	381	251	280	488
comp145176_c4	seq3.p1	258	119	226	46	68	149
comp145176_c4	seq4.p1	65	27	14	24	22	30
comp145176_c6	seq1.p1	52	44	52	38	28	64
comp145177_c1	seq10.p1	77	72	64	2	8	36
comp145177_c1	seq19.p1	80	65	43	23	28	13
comp145177_c1	seq20.p1	114	103	76	0	3	49
comp145177_c1	seq24.p1	87	76	35	25	38	21
comp145177_c1	seq3.p1	78	77	68	19	27	19
comp145177_c1	seq30.p1	17	17	13	2	2	4
comp145177_c1	seq38.p1	114	87	67	0	1	65
comp145177_c1	seq4.p1	69	61	57	8	36	19
comp145177_c1	seq42.p1	102	106	60	0	0	58
comp145177_c1	seq44.p1	57	50	30	25	42	19
comp145177_c1	seq46.p1	49	61	32	33	39	7
comp145177_c1	seq61.p1	99	99	62	0	0	55
comp145177_c1	seq7.p1	61	58	28	24	29	18
comp145177_c1	seq8.p1	58	55	47	25	32	16
comp145178_c1	seq1.p1	62	45	83	17	18	20
comp145179_c3	seq2.p1	994	844	623	253	1006	1156
comp14517_c0	seq2.p1	331	398	301	124	205	238
comp145180_c0	seq1.p1	6677	4130	4411	4824	3576	2478
comp145183_c0	seq6.p1	182	277	206	55	9	9
comp145183_c1	seq3.p1	41	67	39	18	39	0
comp145185_c0	seq1.p1	510	435	512	386	793	774
comp145185_c0	seq2.p1	776	659	770	636	769	1132
comp145188_c0	seq1.p1	1020	791	758	869	1218	1633
comp145188_c0	seq2.p1	710	551	910	661	1407	1960
comp145189_c0	seq1.p1	369	333	261	1502	1164	2231
comp14518_c0	seq1.p1	1	1	3	0	2	6
comp145190_c2	seq1.p1	601	535	646	81	64	72
comp145191_c0	seq8.p1	760	650	602	613	779	1039
comp145193_c0	seq1.p1	59	31	60	163	237	552
comp145193_c0	seq2.p1	144	132	130	259	396	1090
comp145193_c0	seq3.p1	109	112	145	190	348	990
comp145194_c0	seq1.p1	340	323	348	90	213	397
comp145195_c0	seq1.p1	22	3	33	6	1	13
comp145195_c0	seq2.p1	24	10	14	4	1	20
comp145196_c1	seq1.p1	1044	945	378	43	14	0
comp145198_c0	seq1.p1	156	130	142	77	55	17
comp145198_c0	seq4.p1	139	119	80	64	46	3
comp145198_c0	seq5.p1	68	67	91	19	9	24
comp145198_c0	seq6.p1	151	129	162	92	107	5
comp145198_c0	seq7.p1	148	113	117	101	56	8
comp145198_c0	seq8.p1	307	200	221	95	58	13
comp145198_c0	seq9.p1	158	156	114	113	76	5
comp145200_c0	seq1.p1	2	2	1	1	0	3
comp145201_c1	seq1.p1	0	3	5	2	12	4
comp145202_c0	seq1.p1	98	28	94	50	57	118
comp145202_c0	seq3.p1	118	28	91	50	55	114
comp145202_c0	seq4.p1	19	3	12	9	5	31
comp145202_c0	seq5.p1	7	2	8	3	7	10
comp145202_c0	seq6.p1	136	40	101	50	67	128
comp145202_c0	seq7.p1	21	8	11	9	11	32
comp145202_c1	seq1.p1	238	104	118	162	152	197
comp145203_c0	seq1.p1	798	475	565	69	132	191
comp145204_c2	seq1.p1	149	97	105	228	174	195
comp145204_c2	seq20.p1	150	105	192	306	185	291
comp145204_c2	seq21.p1	286	168	268	501	426	335
comp145204_c2	seq5.p1	177	135	164	295	275	240
comp145204_c2	seq7.p1	128	77	98	217	175	160
comp145204_c2	seq8.p1	98	93	102	161	153	175
comp145205_c1	seq1.p1	743	688	869	10829	11017	4477
comp145205_c1	seq2.p1	1137	975	1221	12785	8865	5753
comp145206_c0	seq1.p1	3	5	12	0	8	12
comp145207_c0	seq1.p1	95	74	64	22	67	56
comp145207_c0	seq11.p1	26	35	33	11	15	30
comp145207_c0	seq3.p1	66	87	43	17	24	44
comp145207_c0	seq7.p1	77	92	56	25	49	55
comp145207_c0	seq8.p1	25	28	18	8	11	19
comp145208_c2	seq3.p1	3	0	6	14	4	8
comp145208_c4	seq1.p1	3	0	4	13	7	12
comp145209_c0	seq1.p1	178	196	138	167	145	159
comp145209_c0	seq2.p1	53	28	39	59	33	36
comp145210_c0	seq1.p1	1245	824	833	914	844	1750
comp145211_c0	seq11.p1	70	72	54	3	10	21
comp145211_c0	seq23.p1	71	84	16	4	22	9
comp145211_c0	seq25.p1	77	45	36	2	68	28
comp145211_c0	seq29.p1	39	27	17	1	68	16
comp145211_c0	seq30.p1	14	23	5	0	187	3
comp145211_c0	seq8.p1	53	75	50	5	100	15
comp145212_c0	seq1.p1	110	98	82	38	18	39
comp145212_c0	seq2.p1	27	39	17	12	5	9
comp145212_c0	seq4.p1	134	119	102	43	21	41
comp145213_c0	seq1.p1	544	398	412	1933	2044	1725
comp145213_c0	seq2.p1	388	270	317	1499	1643	1349
comp145213_c0	seq3.p1	260	213	196	924	1119	998
comp145214_c2	seq1.p1	44	17	32	43	13	46
comp145214_c2	seq3.p1	35	19	18	27	8	39
comp145214_c2	seq4.p1	38	9	15	24	8	42
comp145214_c2	seq5.p1	80	35	31	48	34	66
comp145214_c2	seq9.p1	75	32	45	42	23	81
comp145214_c4	seq1.p1	75	29	39	101	52	110
comp145214_c6	seq1.p1	38	19	6	0	1	0
comp145215_c0	seq1.p1	972	690	788	1014	822	2389
comp145215_c0	seq3.p1	738	630	564	737	762	1856
comp145215_c1	seq1.p1	1345	1022	930	1047	936	2971
comp145215_c1	seq2.p1	591	384	402	520	362	1533
comp145216_c0	seq2.p1	0	0	0	26	20	11
comp145216_c0	seq5.p1	3	1	2	56	48	20
comp145217_c1	seq1.p1	44	21	43	6	4	32
comp145217_c2	seq4.p1	92	78	27	28	10	19
comp145217_c2	seq5.p1	171	91	175	141	78	245
comp145217_c2	seq6.p1	27	20	40	0	1	26
comp145217_c4	seq2.p1	82	50	78	41	33	108
comp145219_c0	seq2.p1	1	3	0	15	55	46
comp145219_c0	seq3.p1	0	0	2	2	17	0
comp145219_c0	seq4.p1	3	0	3	51	67	76
comp145220_c1	seq10.p1	351	346	298	296	545	593
comp145220_c1	seq14.p1	264	250	228	207	789	486
comp145220_c1	seq15.p1	632	524	513	591	644	1027
comp145220_c1	seq16.p1	317	311	289	308	380	661
comp145220_c1	seq17.p1	220	150	170	167	197	302
comp145220_c1	seq20.p1	316	282	236	296	338	566
comp145220_c1	seq3.p1	375	358	322	343	375	615
comp145220_c1	seq8.p1	619	508	485	574	868	972
comp145221_c0	seq1.p1	25	21	18	39	26	34
comp145222_c1	seq1.p1	198	156	147	267	338	393
comp145222_c1	seq2.p1	182	173	158	233	283	377
comp145224_c1	seq1.p1	1183	1230	1913	788	4448	1020
comp145224_c1	seq2.p1	1544	1155	1970	1756	18744	1321
comp145224_c3	seq1.p1	13	13	8	0	1	0
comp145224_c4	seq1.p1	1452	1407	2370	1034	11657	1276
comp145224_c4	seq12.p1	1819	1545	1759	1275	17321	1601
comp145224_c4	seq14.p1	438	409	330	80	121	397
comp145224_c4	seq4.p1	1694	1709	2187	1266	15431	1486
comp145224_c4	seq8.p1	485	297	327	117	126	606
comp145225_c0	seq12.p1	48	43	37	21	83	66
comp145225_c0	seq13.p1	23	13	10	8	27	28
comp145225_c0	seq15.p1	40	37	21	6	23	36
comp145225_c0	seq19.p1	15	13	9	22	79	11
comp145225_c0	seq20.p1	21	23	19	8	65	20
comp145225_c0	seq23.p1	14	13	10	5	3	7
comp145225_c0	seq24.p1	39	31	34	23	95	42
comp145225_c0	seq3.p1	52	46	28	21	107	65
comp145225_c0	seq4.p1	19	20	8	4	28	30
comp145226_c0	seq1.p1	3	7	7	4	7	8
comp145226_c0	seq2.p1	5	6	1	6	21	9
comp145226_c0	seq3.p1	2	2	0	1	28	0
