gene_id	gameto_2	gameto_4	gameto_6	sporo_1	sporo_3	sporo_5
comp133179_c0	8	7	9	0	1	4
comp133180_c0	2690	2455	2380	2670	4662	8290
comp133181_c0	2423	2010	3789	818	297	992
comp133183_c0	3	0	14	7	19	70
comp133184_c0	868	859	690	533	511	428
comp133184_c1	5442	4587	4060	2142	2019	2055
comp133185_c1	32	27	1	42	57	5
comp133187_c0	2	3	0	21	19	16
comp133188_c0	1982	1723	1203	1217	2268	3600
comp133191_c0	51	30	13	17	9	21
comp133193_c0	11	17	10	8	5	18
comp133196_c0	3	6	14	5	0	9
comp133196_c2	1	2	4	2	3	6
comp133201_c1	4553	2524	2977	1012	85	1698
comp133207_c1	6	3	0	27	77	35
comp133208_c0	9	18	19	6	0	0
comp133209_c0	1492	1522	1162	1043	1341	1286
comp133212_c0	2518	1736	2460	2256	2624	3229
comp133213_c0	321	311	524	40	16	1
comp133217_c0	11686	9952	1751	1114	2556	828
comp133217_c1	4939	5085	7397	840	1575	3250
comp133219_c0	10073	9787	8141	5864	6421	6664
comp133220_c0	506	641	454	1423	3042	3115
comp133221_c0	11151	9539	7958	6080	8677	8469
comp133222_c0	10396	9745	7987	1940	3020	5881
comp133223_c0	21532	19523	20776	7999	12196	11037
comp133225_c2	31	13	38	42	24	10
comp133226_c0	4	10	6	10	3	25
comp133227_c0	58	57	65	2	14	1
comp133229_c0	2346	2423	2257	4510	5534	10036
comp133230_c3	17	16	15	7	5	22
comp133231_c1	0	0	1	0	73	0
comp133232_c0	10	18	11	1	1	0
comp133233_c0	1	1	0	37	23	0
comp133234_c1	0	0	0	1	0	118
comp133235_c1	258	231	201	392	110	293
comp133235_c2	18133	16311	15909	6678	8086	13638
comp133236_c0	1	2	4	15	7	27
comp133239_c0	10687	7877	8646	61549	41612	105886
comp133240_c1	16	28	24	0	3	5
comp133241_c0	29004	27303	16908	18852	14677	39583
comp133243_c0	2	7	1	1	2	6
comp133243_c2	6	18	4	3	5	15
comp133243_c3	0	3	4	2	3	3
comp133244_c0	141	146	146	68	2	2
comp133245_c0	9958	9417	8025	8284	7583	10835
comp133246_c0	24	35	16	25	14	29
comp133248_c0	42	34	14	35	12	36
comp133253_c0	8	6	0	76	12	0
comp133253_c2	4	5	0	17	1	0
comp133254_c0	11007	8737	5305	3756	3660	2379
comp133255_c0	546	397	382	467	516	660
comp133256_c0	14274	12416	9826	7376	16754	13602
comp133257_c0	29096	25121	19167	11879	14551	21561
comp133258_c0	26	10	23	39	13	21
comp133260_c0	11	16	19	1	3	10
comp133261_c0	8	17	1	8	1	5
comp133263_c1	7	9	0	2	0	0
comp133263_c2	18	23	5	3	1	11
comp133264_c0	682	512	686	259	348	593
comp133266_c0	4000	4308	3699	3528	2602	3040
comp133268_c0	5215	4018	2653	3794	3325	4984
comp133272_c0	70	36	71	21	27	75
comp133273_c0	3902	3985	2977	1965	2023	2731
comp133275_c1	0	0	0	3	4	10
comp133276_c0	18	25	27	13	2	27
comp133277_c1	2	5	1	8	3	7
comp133278_c0	208	102	184	46	46	78
comp133279_c0	11	9	17	11	131	10
comp133280_c0	3	3	13	7	6	13
comp133281_c2	21	6	0	0	0	0
comp133282_c0	1299	907	910	8	87	21
comp133283_c0	3358	3303	3245	963	1078	2697
comp133284_c0	57	82	93	3	0	1
comp133286_c0	22	42	50	1	1	4
comp133288_c0	1	1	5	0	1	6
comp133290_c2	601	428	457	338	358	395
comp133293_c0	5	10	13	4	1	8
comp133295_c0	4792	4194	3427	1511	2052	6597
comp133296_c0	1365	1480	1412	963	849	2100
comp133296_c1	5742	4571	3878	2961	4240	5426
comp133298_c0	500	502	626	428	541	956
comp133301_c0	1748325	3570423	1054172	606005	862868	1944284
comp133302_c0	9155	8508	7110	2975	4639	6797
comp133305_c1	197	108	79	4	16	36
comp133307_c0	7	9	6	4	9	28
comp133308_c0	902	842	753	3362	2373	5695
comp133308_c1	433	259	360	1392	695	1972
comp133309_c0	1307	1093	917	1811	1110	1728
comp133312_c0	41	22	21	30	10	4
comp133313_c0	3	0	2	18	7	4
comp133314_c0	21	18	3	7	3	6
comp133315_c0	42	7	35	54	42	55
comp133317_c0	696	638	561	348	794	775
comp133318_c0	17	35	21	0	24	0
comp133319_c0	734	671	546	851	734	664
comp13331_c0	60	34	10	43	27	5
comp133320_c0	2	10	7	4	15	11
comp133323_c0	87	87	4	6	3	4
comp133324_c0	595	459	726	1840	1500	5253
comp133325_c0	2669	2074	2012	1792	2132	3651
comp133328_c0	550	562	412	330	290	623
comp133329_c0	3	1	3	4	3	11
comp133330_c0	918	799	620	1803	1482	2041
comp133331_c0	4	2	67	850	1918	2634
comp133333_c1	43	48	33	0	2	3
comp133333_c2	7	3	11	0	1	1
comp133333_c3	9	1	4	0	1	0
comp133334_c0	4410	3179	3392	3098	2889	4365
comp133336_c0	49	81	25	24	0	21
comp133337_c0	14	12	8	8	117	8
comp133337_c1	52	44	142	34	166	131
comp133342_c0	170	170	46	52	47	81
comp133343_c1	8	2	2	8	9	8
comp133344_c0	1	2	2	4	1	1
comp133349_c0	0	0	0	1	25	1
comp133349_c1	0	1	0	10	51	2
comp133350_c0	374	261	405	49	66	83
comp133351_c0	51	59	61	12	9	1
comp133353_c1	749	829	743	507	657	854
comp133354_c0	8	12	6	2	4	6
comp133355_c0	399	339	440	169	478	819
comp133356_c0	4149	3205	2082	2696	1503	3183
comp133363_c0	2324	1864	1820	2259	2093	2033
comp133364_c0	3033	2190	3828	3165	3410	5144
comp133368_c0	1541	1153	1249	5308	2052	1479
comp133370_c0	52	40	2	0	490	0
comp133372_c0	1972	1639	1425	643	1284	1852
comp133374_c0	1500	1169	1263	751	1588	1469
comp133375_c0	3	5	5	5	2	3
comp133376_c0	2020	1590	1345	1320	2547	2908
comp133378_c0	3070	2716	1942	1911	2540	4725
comp133382_c0	16	7	9	22	0	5
comp133383_c0	3202	2762	2649	1914	2150	3529
comp133383_c1	811	677	628	0	0	0
comp133384_c0	87	89	59	3	3	12
comp133385_c0	21	22	54	30	0	55
comp133388_c0	3635	2640	2649	1257	1942	3264
comp133389_c1	35	56	38	8	2	3
comp133392_c3	6	14	18	266	704	2171
comp133392_c4	2	3	7	288	69	543
comp133395_c0	84	96	21	0	0	0
comp133397_c0	1867	1674	1820	1288	1223	3774
comp133398_c0	18	10	9	0	0	3
comp133399_c3	0	0	0	1	393	1
comp133400_c0	218	222	300	602	1980	14793
comp133401_c0	7	7	11	25	16	19
comp133403_c0	1527	471	1132	90	2981	144
comp133404_c0	3942	2859	2398	2224	1659	1795
comp133408_c0	31	40	26	26	14	24
comp133408_c1	11	7	7	9	1	11
comp133409_c0	803	788	546	198	247	555
comp133410_c0	207	223	230	414	267	482
comp133411_c0	2116	1919	715	1865	2093	3257
comp133412_c0	2223	1760	1810	1148	720	991
comp133412_c2	3637	3548	2588	1810	1638	1595
comp133413_c0	264	371	432	77	120	141
comp133413_c1	3746	3233	4007	2143	1528	3295
comp133413_c2	860	910	846	663	488	805
comp133414_c0	1998	1827	1539	1887	3299	3210
comp133417_c0	1104	1166	1177	739	1271	1605
comp133418_c0	4	7	1	308	4	0
comp133419_c1	5	3	7	8	9	12
comp133421_c0	71	67	46	0	0	0
comp133422_c0	11482	10553	9152	7066	9452	9094
comp133424_c0	1223	1051	971	776	1059	1449
comp133427_c1	10	20	18	5	27	4
comp133428_c0	55	54	35	2	5	2
comp133428_c1	14	14	12	1	0	0
comp133429_c0	260	272	227	379	3857	317
comp133430_c0	2274	2053	1420	1966	2240	2725
comp133431_c0	5	3	7	2	3	13
comp133435_c1	8	3	16	39	19	18
comp133437_c0	1629	1213	1728	4068	4870	248
comp133438_c0	3378	3496	2995	2204	2732	2792
comp133439_c0	2925	2812	2090	2163	2759	4373
comp133441_c1	3069	2410	2601	2900	5758	5033
comp133442_c0	3	8	1	9	5	5
comp133444_c0	1670	1887	1208	895	1147	1833
comp133446_c0	2585	2462	2217	607	723	1328
comp133448_c0	36	33	28	1	3	1
comp133450_c0	1278	1237	940	863	1413	1526
comp133451_c0	1	5	1	4	60	6
comp133452_c0	1646	1388	1146	867	1269	2031
comp133454_c1	220	229	185	7	11	0
comp133457_c0	1855	1733	2040	1916	3148	1696
comp133458_c1	65	67	37	0	0	1
comp133459_c0	3751	3228	970	3451	4122	2130
comp133461_c0	1	3	1	1	0	6
comp133465_c0	8	4	8	7	6	10
comp133466_c4	2	2	4	10	7	8
comp133467_c0	1189	845	746	921	945	1660
comp133468_c0	15	12	7	9	2	13
comp133468_c3	952	846	609	1133	1045	1871
comp133469_c0	0	0	2	0	8	3
comp133472_c0	42	35	26	52	68	26
comp133473_c2	17	8	75	0	0	0
comp133474_c0	5	7	2	14	13	9
comp133475_c0	2	3	1	3	1	0
comp133476_c0	80	127	22	0	0	0
comp133477_c0	8	4	4	11	2	0
comp133477_c1	65	48	19	63	23	13
comp133477_c2	21	11	5	27	3	2
comp133480_c1	26	22	10	21	8	33
comp133481_c0	811	818	547	344	343	724
comp133482_c0	5	8	2	21	66	16
comp133489_c0	15	24	22	25	20	25
comp133490_c0	8	1	2	8	8	35
comp133491_c0	420	420	411	2615	3076	3726
comp133492_c1	10	17	0	2	1	1
comp133494_c0	570	552	332	244	266	219
comp133496_c0	9	4	8	0	266	0
comp133498_c0	1021	804	733	316	490	714
comp133499_c0	385	422	457	13	29	7
comp133500_c0	0	1	4	0	3	10
comp133501_c0	6	19	7	23	36	23
comp133503_c0	43	28	127	64	56	81
comp133503_c2	9	10	137	0	0	1
comp133505_c0	2	3	3	0	3	7
comp133506_c1	1	6	0	1	7	4
comp133508_c0	720	593	443	313	624	884
comp133509_c1	147	111	50	51	19	33
comp133513_c0	8	12	1	10	8	18
comp133514_c0	407	668	1138	211	237	470
comp133516_c0	346	235	630	9	42	29
comp133517_c0	9	6	20	1	0	3
comp133518_c0	917	721	743	427	529	906
comp133519_c2	1010	949	1139	721	970	1714
comp133520_c0	1598	1464	1184	447	627	983
comp133522_c2	3	4	3	1	6	9
comp133523_c0	15	31	19	9	7	30
comp133524_c0	141	142	133	161	145	186
comp133525_c0	126	113	148	351	780	14
comp133526_c0	524	411	178	0	0	0
comp133528_c1	919	759	318	616	594	580
comp133530_c0	328	260	281	1068	56	678
comp133532_c1	6	4	2	13	1	5
comp133535_c1	5	5	7	14	7	8
comp133537_c0	1025	836	887	643	530	1758
comp133541_c0	2271	1719	1638	5367	669	5559
comp133542_c1	22	8	5	4	3	2
comp133544_c1	8	6	1	4	2	1
comp133545_c0	725	457	472	11	18	223
comp133547_c0	964	806	778	709	1078	1195
comp13354_c0	1	2	11	0	0	1
comp133550_c1	11	9	4	4	4	4
comp133551_c0	121	100	63	69	117	44
comp133552_c0	612	486	665	91	102	771
comp133553_c0	9	9	6	3	5	5
comp133553_c1	0	0	1	9	1	0
comp133553_c2	0	4	6	2	5	4
comp133556_c0	113	45	101	998	878	244
comp133557_c0	840	688	638	150	214	421
comp133557_c1	1217	902	894	267	380	677
comp133557_c2	2332	1862	1640	814	719	1318
comp133558_c0	35	24	23	7	5	19
comp133560_c0	39	15	18	1	1	0
comp133561_c0	85	63	72	54	33	140
comp133562_c0	1	4	0	3	0	2
comp133563_c0	88	58	66	41	37	49
comp133563_c1	70	33	56	62	107	89
comp133564_c0	512	609	483	216	386	525
comp133566_c0	0	2	3	1	87	0
comp133572_c0	597	845	524	456	738	3875
comp133573_c0	144	187	168	0	0	0
comp133574_c0	3	12	3	11	11	14
comp133575_c0	19	24	8	4	12	27
comp133578_c0	652	576	574	4414	2950	4598
comp133581_c0	2	3	20	0	12	0
comp133583_c0	2	4	2	1433	211	164
comp133586_c0	1006	1186	465	496	410	1987
comp133590_c0	175	88	174	488	1096	2211
comp133591_c0	7	9	4	3	2	7
comp133594_c0	315	281	334	6	11	36
comp133597_c1	21	5	2	4	7	4
comp133598_c0	9	4	10	12	22	28
comp133599_c0	0	4	3	12	3	12
comp133602_c0	49198	37105	34013	19794	16958	20954
comp133603_c0	3	6	0	2	39	11
comp133605_c0	3937	2123	2619	1272	1377	2176
comp133606_c0	2	11	7	6	9	14
comp133607_c0	0	2	1	1	15	2
comp133608_c0	232	241	148	154	1016	495
comp133612_c2	2	0	0	0	87	0
comp133612_c4	0	0	0	0	69	1
comp133612_c5	0	0	0	0	11	0
comp133612_c6	35	16	191	4	24	3
comp133615_c0	496	494	566	212	184	685
comp133617_c0	657	746	394	543	511	353
comp133618_c0	5	17	3	2	5	20
comp13361_c0	1	3	0	6	0	1
comp133622_c1	0	0	0	0	0	48
comp133622_c2	0	0	0	0	0	8
comp133631_c0	0	0	0	0	8	0
comp133631_c1	0	0	0	0	28	0
comp133632_c0	203	160	59	89	32	75
comp133632_c1	425	404	387	164	256	589
comp133637_c0	1513	1012	1091	853	864	1494
comp133645_c0	179	121	312	13	17	20
comp133646_c0	384	431	419	172	167	372
comp133648_c0	3	7	4	8	11	19
comp133650_c4	53	64	73	29	35	2
comp133650_c5	24	32	16	9	19	0
comp133651_c0	2	0	1	0	8	1
comp133652_c0	1	1	3	2	4	3
comp133655_c0	19	23	42	37	53	142
comp133656_c0	706	643	511	174	203	350
comp133661_c0	5	2	3	0	0	3
comp133662_c0	14393	12234	9304	9176	10867	15296
comp133663_c0	4	6	4	26	41	53
comp133665_c0	472	568	431	324	310	606
comp133668_c0	16	8	2	5	10	2
comp133669_c0	92	142	49	125	22	78
comp13366_c0	1	1	1	0	3	1
comp133670_c0	11	19	5	14	6	5
comp133671_c0	21	18	67	0	3	16
comp133673_c0	56	62	30	0	0	0
comp133674_c0	7	5	3	163	1	3
comp133679_c0	0	1	1	3	16	4
comp133679_c1	2	7	1	1	5	0
comp133680_c0	2	3	15	7	13	12
comp133681_c0	5199	3901	3337	2020	2700	3696
comp133686_c0	81	80	79	0	2	2
comp133686_c1	9	3	10	0	0	0
comp133690_c0	1	2	0	3	1	1
comp133691_c0	0	2	1	1	2	10
comp133695_c0	471	423	294	102	257	131
comp133696_c1	115	86	245	2	0	0
comp133698_c1	44	34	14	32	1	11
comp133698_c2	94	73	21	64	1	8
comp133699_c0	3	16	6	50	6	40
comp1336_c0	1	0	0	2	2	1
comp133700_c0	4	1	2	4	0	7
comp133701_c0	483	493	501	185	430	430
comp133701_c1	447	576	470	320	539	496
comp133703_c0	862	573	754	1562	1521	1938
comp133704_c0	3	0	15	213	103	42
comp133705_c0	11	7	9	3	12	4
comp133706_c1	3	1	2	0	0	8
comp133707_c0	335	310	257	688	621	565
comp133709_c0	6	6	9	21	7	1
comp13370_c0	52	32	17	4	15	13
comp133711_c0	0	19	1	0	0	0
comp133711_c1	0	78	6	0	0	0
comp133712_c0	0	0	1	20	67	2
comp133715_c0	42	7	66	36	2	40
comp133716_c0	59	50	0	0	1	1
comp133718_c0	14	19	14	21	16	13
comp133719_c0	185	139	228	75	0	194
comp133720_c0	2356	1822	1322	833	726	391
comp133720_c1	335	255	165	61	52	65
comp133723_c0	1000	1074	684	304	584	881
comp133726_c0	809	1057	542	472	784	2465
comp133727_c0	33	17	13	8	12	54
comp133728_c0	5623	4559	5888	3142	2328	2567
comp133730_c0	873	857	640	373	712	1501
comp133732_c0	188	84	178	66	88	96
comp133734_c0	1233	975	998	684	770	789
comp133735_c0	2237	1029	1316	555	1369	1286
comp133737_c1	316	301	230	495	544	655
comp133738_c0	4	2	4	10	4	2
comp133739_c0	10	4	4	3	1	2
comp133741_c1	9	6	5	13	1	11
comp133742_c0	4	5	3	6	16	6
comp133743_c0	1	0	19	3	0	3
comp133747_c0	4930	3385	4210	0	0	0
comp133748_c0	5	3	4	14	3	12
comp133749_c0	2095	1727	2392	591	631	949
comp133750_c0	5093	4108	3804	2294	1696	2560
comp133754_c0	1775	1252	1489	1775	2375	1923
comp133754_c1	87	59	106	316	129	281
comp133756_c2	92	93	3	33	4	2
comp133756_c3	68	50	0	28	0	0
comp133757_c0	63	36	44	50	48	39
comp133758_c0	26	19	20	7	30	8
comp133758_c1	10	2	4	1	7	0
comp133759_c0	77	55	11	64	13	0
comp133761_c0	7466	7459	5655	4559	4931	5413
comp133762_c0	53	68	56	5	13	14
comp133764_c0	3	2	2	20	5	6
comp133766_c1	26	30	4	2	0	0
comp133767_c0	1990	1931	1949	687	1028	3134
comp133768_c0	1340	1063	1252	1079	704	1270
comp133769_c1	1	0	2	1	46	3
comp133771_c0	2	0	2	5	13	15
comp133772_c1	0	2	5	2	2	7
comp133772_c4	2	7	1	1	0	1
comp133773_c0	250	187	440	704	955	64
comp133774_c0	643	527	530	205	2508	542
comp133775_c0	1406	1509	1163	3874	2103	1760
comp133776_c0	9014	7502	6696	3286	3371	5185
comp133777_c1	282	286	223	34	50	38
comp133779_c0	86	79	46	10	33	52
comp13377_c0	0	1	1	2	3	3
comp133781_c0	4	4	3	4	7	10
comp133783_c0	3683	3069	2840	2460	3820	7295
comp133786_c0	697	701	706	481	787	1076
comp13378_c0	1	2	1	4	5	4
comp133792_c0	2626	2829	2890	2199	3143	4299
comp133794_c0	34	39	53	19	23	8
comp133795_c0	3098	2910	2138	1620	1337	2625
comp133796_c0	3	1	1	1	1	4
comp133801_c0	744	735	562	324	556	353
comp133802_c0	1066	757	715	402	414	595
comp133806_c0	44	29	63	18	6	9
comp133807_c0	559	272	449	223	184	444
comp133808_c0	12	11	5	5	6	3
comp133808_c1	1	0	0	0	38	259
comp133809_c1	229	171	111	3	7	29
comp133809_c3	69	38	91	6	30	69
comp133809_c4	22	38	104	13	40	103
comp133810_c0	12	16	6	4	5	16
comp133811_c0	2333	2311	2225	2491	3296	3686
comp133813_c0	11674	5480	4823	11147	2483	2446
comp133814_c1	13	10	9	13	12	28
comp133816_c0	13	16	5	1	2	1
comp133817_c0	224	244	251	160	0	158
comp133818_c1	4	5	3	5	1	5
comp133819_c0	0	0	0	1	27	0
comp133821_c0	410	336	360	301	193	348
comp133823_c0	1	1	0	1	4	3
comp133823_c2	3	0	6	0	7	3
comp133825_c0	6704	5802	5187	3244	2159	4101
comp133828_c0	62	53	36	24	29	13
comp133829_c0	0	1	1	19	8	14
comp133830_c0	57	65	30	1	9	0
comp133831_c2	1171	1085	1028	756	524	979
comp133834_c0	1	3	1	13	8	6
comp133836_c0	3	3	5	5	9	12
comp133839_c0	146	87	58	0	0	0
comp133840_c0	26	33	20	11	7	41
comp133843_c0	658	621	507	430	543	652
comp133844_c0	2624	2456	2174	1472	2144	2675
comp133845_c0	58	56	48	9	30	16
comp133846_c0	2826	2726	1944	983	2186	2432
comp13384_c0	44	46	24	17	31	57
comp133851_c0	957	767	750	599	720	1192
comp133852_c0	26	16	40	28	2	53
comp133855_c0	31	47	12	6	1	7
comp133856_c0	162	52	113	62	260	115
comp133858_c0	7154	5844	3899	8792	7126	7688
comp133860_c0	2008	1360	1260	1788	13	3
comp133863_c0	558	607	581	561	836	773
comp133866_c0	34	16	61	0	0	0
comp133869_c0	1124	1320	1098	269	678	965
comp133871_c0	488	469	412	434	84	568
comp133873_c1	942	1008	786	228	301	540
comp133876_c0	42	39	34	14	1	9
comp133877_c0	2354	2022	2420	1727	2214	2174
comp133884_c1	26	29	70	33	22	111
comp133886_c0	3026	2403	2171	1515	1578	1944
comp133888_c0	2	0	0	0	48	0
comp133889_c0	0	0	0	6	8	2
comp133889_c1	0	0	0	12	48	6
comp133889_c2	0	0	0	5	23	2
comp133890_c1	2463	2209	1867	1347	1434	1672
comp133891_c0	956	880	949	1322	1179	1769
comp133892_c0	5	1	0	24	22	9
comp133893_c0	771	614	492	166	118	622
comp133897_c0	2691	1972	1613	746	869	521
comp133901_c0	575	575	743	231	192	196
comp133903_c0	337	229	326	23	47	23
comp133904_c0	1426	1146	984	909	582	852
comp133907_c0	27	34	34	8	1	54
comp133907_c3	41	42	45	11	0	47
comp133908_c0	162	461	332	0	1	1
comp133909_c2	1021917	1858329	583116	294113	392826	697180
comp133910_c0	9	10	5	9	11	13
comp133911_c0	3	9	10	3	1	3
comp133912_c0	1	1	4	16	3	5
comp133912_c1	0	3	2	18	2	3
comp133913_c0	37	39	59	9	7	32
comp133915_c0	31	37	38	27	0	76
comp133916_c0	30	17	2	75	3	1
comp133917_c0	1789	1841	1626	765	1658	2323
comp133922_c1	4465	4435	3594	1100	1191	2491
comp133923_c0	84	51	56	26	8	1
comp133924_c1	73	73	76	81	147	122
comp133925_c0	4	2	1	5	4	0
comp133925_c1	2	3	1	1	1	3
comp133926_c1	3176	3179	2832	301	537	245
comp133928_c0	910	637	402	620	172	23
comp133930_c0	10	25	57	0	0	2
comp133931_c0	7	9	16	12	150	125
comp133931_c1	0	0	1	58	53	48
comp133932_c1	7	2	4	4	6	4
comp133933_c0	3127	2889	2493	1914	3596	3922
comp133934_c0	851	846	738	655	866	1340
comp133935_c0	332	242	458	60	33	493
comp133936_c0	13	7	1	6	5	3
comp133940_c0	526	391	275	1248	724	1242
comp133940_c1	1583	1267	1117	3205	2788	4428
comp133940_c2	834	528	618	1803	1286	1987
comp133941_c1	93	61	51	26	53	554
comp133942_c0	1681	1554	1448	1290	1941	3623
comp133944_c0	2250	2026	1958	551	773	1232
comp133945_c0	79	122	120	17	8	12
comp133946_c0	3769	3455	3706	1876	1955	3784
comp133947_c1	2	1	2	13	26	1
comp133950_c0	25	22	52	0	45	31
comp133951_c0	2395	3398	3243	812	39	1063
comp133951_c1	4842	6539	7328	2163	83	3189
comp133956_c1	4	6	3	11	10	17
comp133960_c0	66	67	105	16	32	34
comp133963_c0	28	18	20	0	0	0
comp133965_c0	14747	14149	7849	6325	9070	6429
comp133966_c0	575	530	515	599	567	745
comp133969_c0	5963	5688	4880	1737	2824	3315
comp133970_c0	4	0	4	178	158	5
comp133972_c0	195	184	0	105	12	0
comp133974_c0	21	24	59	5	0	3
comp133974_c1	26	33	43	2	0	0
comp133976_c0	1203	1049	990	1282	1356	2851
comp133977_c0	453	331	478	396	330	611
comp133978_c0	96	96	190	20	45	58
comp133980_c1	10	16	3	3	0	22
comp133981_c0	106	115	161	39	20	7
comp133981_c1	119	146	133	40	34	27
comp133983_c0	4123	3882	3959	2777	5716	5915
comp133989_c1	261	87	340	31	0	60
comp133994_c0	954	1031	781	539	455	757
comp133995_c0	247	278	254	52	16	64
comp133996_c0	9278	6498	6933	4728	5737	5860
comp133997_c1	1437	1414	1445	334	213	724
comp133998_c0	6	12	25	1556	225	33
comp133999_c1	34	42	5	24	3	4
comp134000_c0	7937	5714	6621	5481	7260	6595
comp134001_c0	48	39	116	4	4	103
comp134002_c0	209	228	71	1689	1815	22585
comp134004_c1	21	9	33	6	1	34
comp134005_c0	21	7	29	24	96	47
comp134006_c0	954	781	1024	319	662	985
comp134008_c0	1074	1014	1124	766	1213	1656
comp134010_c0	6	10	39	0	1	0
comp134011_c0	5652	4384	2378	11533	2479	496
comp134011_c2	4287	3311	2586	7014	2591	585
comp134013_c0	5	6	18	4	0	8
comp134015_c0	38	52	44	46	0	7
comp134016_c0	6	4	12	7	6	9
comp134018_c0	183	159	262	8	2	87
comp134019_c1	711	647	639	10	21	10
comp134020_c0	796	552	480	91	36	0
comp134022_c0	715	628	493	583	758	1274
comp134023_c0	23876	18326	17265	20084	19245	19134
comp134025_c0	0	1	0	1	12	5
comp134026_c0	1506	1029	943	694	742	1513
comp134028_c0	660	651	465	394	617	220
comp134029_c1	4250	4327	4191	1147	1280	3101
comp134030_c0	659	656	615	492	831	1464
comp134031_c0	2393	2563	2155	477	929	2090
comp134031_c1	1221	1039	1137	390	765	1193
comp134032_c0	1	2	1	0	10	3
comp134037_c1	135	131	109	4	1	0
comp134038_c0	1	1	2	4	2	7
comp134039_c0	34	25	22	92	30	20
comp134040_c0	929	711	1082	1030	445	293
comp134041_c0	19	11	85	1	4	14
comp134044_c0	0	1	5	2	2	4
comp134045_c0	23615	16200	15430	20402	24383	16904
comp134047_c0	557	611	582	373	410	847
comp134048_c0	9957	9684	6128	2417	3757	5125
comp134049_c0	2	2	2	1	3	3
comp134049_c1	3	1	8	5	1	3
comp134050_c0	20	12	13	8	2	3
comp134052_c0	3689	3551	3858	2981	4648	6853
comp134053_c0	2	0	15	8	11	5
comp134054_c0	66	58	54	27	14	41
comp134056_c0	8	12	9	12	11	21
comp134058_c0	18	4	16	90349	7092	17587
comp134059_c0	185	198	110	3	4	1
comp13405_c0	2	2	0	0	1	4
comp134060_c0	186	142	190	2065	2567	9526
comp134061_c0	613	534	510	917	643	897
comp134062_c0	260	305	15	80	1	18
comp134065_c1	19165	16876	16339	8298	7923	12644
comp134067_c0	142	59	254	19162	132262	42
comp134068_c0	29	8	0	85	47	1
comp134071_c0	9148	9537	6051	7151	11339	22968
comp134072_c0	74	53	63	0	2	17
comp134074_c0	158	149	138	56054	14778	1861
comp134075_c0	57	54	26	2	0	1
comp134077_c0	260	328	338	54	120	170
comp134079_c0	4932	3340	3886	1659	1069	2438
comp13407_c0	3	0	0	1	0	2
comp134082_c0	7	4	18	0	2	0
comp134083_c0	1	0	2	13	11	1
comp134083_c1	3	4	0	4	13	1
comp134086_c0	50	73	46	2	3	0
comp134088_c0	16	11	4	1	11	30
comp134093_c0	1638	1624	1388	1697	1991	2413
comp134094_c0	11	5	8	14	12	15
comp134095_c0	211	109	154	0	11	0
comp134095_c1	40	40	37	0	1	0
comp134095_c2	93	89	54	0	6	0
comp134097_c0	5	6	2	9	30	19
comp134098_c0	412	353	300	1150	940	995
comp134099_c0	13	7	10	14901	3747	25276
comp134100_c0	5	9	2	1	2	3
comp134101_c0	247	66	416	375	169	258
comp134102_c0	503	419	197	63	148	208
comp134104_c0	109	99	108	15	121	137
comp134105_c0	1592	1307	1092	741	1040	2497
comp134106_c0	77	85	120	30	6	43
comp134108_c1	1011	952	547	0	0	1
comp134110_c0	86	63	46	360	4860	2772
comp134112_c0	482	356	475	72	189	379
comp134113_c0	14	19	20	15	17	9
comp134114_c0	1392	1278	1318	802	1225	3059
comp134115_c0	103	57	100	123	116	109
comp134117_c0	3	2	6	6	1	3
comp134118_c0	222	181	166	30	73	49
comp134118_c1	3	18	0	7	86	4
comp134120_c1	60	82	44	130	10	319
comp134121_c0	6047	5100	5121	9130	6436	3139
comp134124_c0	18	7	16	1	0	0
comp134127_c0	2774	2008	2689	3080	3781	4046
comp134128_c0	74	92	43	49	22	30
comp134128_c1	1126	856	902	641	561	438
comp134129_c0	282	111	226	21	31	18
comp134133_c0	42	106	166	26627	7890	4731
comp134133_c1	2	0	8	2931	477	345
comp134134_c0	4631	3628	4480	1523	1389	2610
comp134135_c0	2	7	10	3	5	2
comp134136_c1	1077	975	738	223	226	622
comp134138_c0	0	1	19	0	57	61
comp134140_c0	2944	2695	2970	2950	3107	7281
comp134141_c0	2210	1999	1662	1589	1223	1307
comp134143_c0	1	1	1	3	2	16
comp134144_c0	2838	2414	2606	1741	1784	4233
comp134145_c0	24	40	13	20	0	1
comp134146_c0	1585	1432	1203	1050	1226	1554
comp134147_c0	656	608	509	455	381	429
comp134148_c0	3	21	5	10	0	11
comp134153_c1	794	847	673	617	635	1226
comp134155_c0	2	1	13	1	74	0
comp134158_c0	3493	2373	2309	2157	1045	48
comp134159_c0	1343	1410	1485	1715	1935	7962
comp134160_c0	18692	10319	10496	52996	52863	33515
comp134161_c1	11	17	7	1	1	0
comp134162_c1	27	16	0	0	12	0
comp134163_c0	6409	4879	5119	2745	4047	3076
comp134164_c0	1133	942	598	539	175	1063
comp134164_c1	3469	3131	2049	3240	2786	4575
comp134167_c0	6604	5928	5469	6265	3561	13188
comp134168_c0	0	0	0	0	2028	1
comp134171_c0	1175	972	809	1695	804	1221
comp134173_c0	13	9	7	9	16	10
comp134174_c0	13	8	9	19	10	14
comp134175_c0	880	701	1424	434	661	2857
comp134176_c0	42	30	31	11	9	28
comp134181_c0	3	1	4	5	2	4
