gene_id	gameto_1	gameto_2	sporo_5	sporo_6
AagrBONN_evm.TU.Sc2ySwM_117.2997	14	17	34	31
AagrBONN_evm.TU.Sc2ySwM_117.2998	0	0	2	0
AagrBONN_evm.TU.Sc2ySwM_117.2999	9	13	50	37
AagrBONN_evm.TU.Sc2ySwM_117.3	1	0	7	15
AagrBONN_evm.TU.Sc2ySwM_117.30	0	1	1	17
AagrBONN_evm.TU.Sc2ySwM_117.300	166	191	252	664
AagrBONN_evm.TU.Sc2ySwM_117.3000	92	144	198	394
AagrBONN_evm.TU.Sc2ySwM_117.3001	85	76	214	471
AagrBONN_evm.TU.Sc2ySwM_117.3002	13	21	203	560
AagrBONN_evm.TU.Sc2ySwM_117.3003	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3004	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3005	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3006	27	39	1033	4546
AagrBONN_evm.TU.Sc2ySwM_117.3007	0	0	8	0
AagrBONN_evm.TU.Sc2ySwM_117.3008	364	506	1046	1482
AagrBONN_evm.TU.Sc2ySwM_117.3009	1476	2512	2353	2525
AagrBONN_evm.TU.Sc2ySwM_117.301	425	655	835	4061
AagrBONN_evm.TU.Sc2ySwM_117.3010	0	0	0	1
AagrBONN_evm.TU.Sc2ySwM_117.3011	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3012	19	24	34	38
AagrBONN_evm.TU.Sc2ySwM_117.3013	108	150	264	241
AagrBONN_evm.TU.Sc2ySwM_117.3014	0	0	2	1
AagrBONN_evm.TU.Sc2ySwM_117.3015	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3016	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_117.3017	1553	2552	2523	2644
AagrBONN_evm.TU.Sc2ySwM_117.3018	0	2	7	0
AagrBONN_evm.TU.Sc2ySwM_117.3019	4	9	690	2288
AagrBONN_evm.TU.Sc2ySwM_117.302	7829	13521	14308	65865
AagrBONN_evm.TU.Sc2ySwM_117.3020	7	8	249	830
AagrBONN_evm.TU.Sc2ySwM_117.3021	107	122	1533	6539
AagrBONN_evm.TU.Sc2ySwM_117.3022	1	3	21	88
AagrBONN_evm.TU.Sc2ySwM_117.3023	2	1	7	33
AagrBONN_evm.TU.Sc2ySwM_117.3024	0	0	2	1
AagrBONN_evm.TU.Sc2ySwM_117.3025	1	1	4	0
AagrBONN_evm.TU.Sc2ySwM_117.3026	100	193	120	191
AagrBONN_evm.TU.Sc2ySwM_117.3027	82	103	79	125
AagrBONN_evm.TU.Sc2ySwM_117.3028	19	16	101	113
AagrBONN_evm.TU.Sc2ySwM_117.3029	0	0	1	1
AagrBONN_evm.TU.Sc2ySwM_117.303	333	534	537	1214
AagrBONN_evm.TU.Sc2ySwM_117.3030	0	0	0	1
AagrBONN_evm.TU.Sc2ySwM_117.3031	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3032	102	74	185	613
AagrBONN_evm.TU.Sc2ySwM_117.3033	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3034	4	11	74	151
AagrBONN_evm.TU.Sc2ySwM_117.3035	9	5	23	78
AagrBONN_evm.TU.Sc2ySwM_117.3036	113	186	302	566
AagrBONN_evm.TU.Sc2ySwM_117.3037	187	300	481	1103
AagrBONN_evm.TU.Sc2ySwM_117.3038	208	304	469	1373
AagrBONN_evm.TU.Sc2ySwM_117.3039	2657	3264	5742	4710
AagrBONN_evm.TU.Sc2ySwM_117.304	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3040	272	346	625	1149
AagrBONN_evm.TU.Sc2ySwM_117.3041__3042	319	529	764	2057
AagrBONN_evm.TU.Sc2ySwM_117.3043	244	289	673	4454
AagrBONN_evm.TU.Sc2ySwM_117.3044	567	525	116	172
AagrBONN_evm.TU.Sc2ySwM_117.3045	495	821	1156	2422
AagrBONN_evm.TU.Sc2ySwM_117.3046__3047	65	164	220	1139
AagrBONN_evm.TU.Sc2ySwM_117.3048	1661	3289	3107	5468
AagrBONN_evm.TU.Sc2ySwM_117.3049	99	121	168	330
AagrBONN_evm.TU.Sc2ySwM_117.305	0	0	2	0
AagrBONN_evm.TU.Sc2ySwM_117.3050	522	767	877	3257
AagrBONN_evm.TU.Sc2ySwM_117.3051	164	329	352	1131
AagrBONN_evm.TU.Sc2ySwM_117.3052	1	0	21	100
AagrBONN_evm.TU.Sc2ySwM_117.3053	0	0	9	18
AagrBONN_evm.TU.Sc2ySwM_117.3054	0	0	11	76
AagrBONN_evm.TU.Sc2ySwM_117.3055	0	0	20	0
AagrBONN_evm.TU.Sc2ySwM_117.3056	0	1	287	2668
AagrBONN_evm.TU.Sc2ySwM_117.3057	755	1049	1333	2980
AagrBONN_evm.TU.Sc2ySwM_117.3058	217	250	197	244
AagrBONN_evm.TU.Sc2ySwM_117.3059	59	47	49	293
AagrBONN_evm.TU.Sc2ySwM_117.306	255	393	576	1524
AagrBONN_evm.TU.Sc2ySwM_117.3060	147	238	134	276
AagrBONN_evm.TU.Sc2ySwM_117.3061	1814	2538	4008	19044
AagrBONN_evm.TU.Sc2ySwM_117.3062	8	8	39	0
AagrBONN_evm.TU.Sc2ySwM_117.3063	103	161	262	219
AagrBONN_evm.TU.Sc2ySwM_117.3064__3065	356	629	984	3465
AagrBONN_evm.TU.Sc2ySwM_117.3066	620	964	1508	3918
AagrBONN_evm.TU.Sc2ySwM_117.3067	378	574	519	712
AagrBONN_evm.TU.Sc2ySwM_117.3068	1355	2132	3054	9923
AagrBONN_evm.TU.Sc2ySwM_117.3069	180	291	671	1229
AagrBONN_evm.TU.Sc2ySwM_117.307	1747	2387	265	1095
AagrBONN_evm.TU.Sc2ySwM_117.3070	361	502	583	1871
AagrBONN_evm.TU.Sc2ySwM_117.3071	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3072	279	481	424	1587
AagrBONN_evm.TU.Sc2ySwM_117.3073	898	1301	2014	8460
AagrBONN_evm.TU.Sc2ySwM_117.3074	2026	2511	4304	12254
AagrBONN_evm.TU.Sc2ySwM_117.3075	3	3	8	30
AagrBONN_evm.TU.Sc2ySwM_117.3076	7	4	10	154
AagrBONN_evm.TU.Sc2ySwM_117.3077	74	125	306	2651
AagrBONN_evm.TU.Sc2ySwM_117.3078	58	111	117	152
AagrBONN_evm.TU.Sc2ySwM_117.3079	52	60	4	3
AagrBONN_evm.TU.Sc2ySwM_117.308	203	296	389	733
AagrBONN_evm.TU.Sc2ySwM_117.3080	0	0	578	4141
AagrBONN_evm.TU.Sc2ySwM_117.3081	2	1	33	201
AagrBONN_evm.TU.Sc2ySwM_117.3082	34	73	71	128
AagrBONN_evm.TU.Sc2ySwM_117.3083	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3084	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3085	4	14	2	83
AagrBONN_evm.TU.Sc2ySwM_117.3086	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3087	0	0	3	1
AagrBONN_evm.TU.Sc2ySwM_117.3088	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3089	66	54	100	74
AagrBONN_evm.TU.Sc2ySwM_117.309	910	1237	1910	6431
AagrBONN_evm.TU.Sc2ySwM_117.3090	94	168	166	381
AagrBONN_evm.TU.Sc2ySwM_117.3091	292	388	410	899
AagrBONN_evm.TU.Sc2ySwM_117.3092	125	206	160	449
AagrBONN_evm.TU.Sc2ySwM_117.3093	518	810	778	2943
AagrBONN_evm.TU.Sc2ySwM_117.3094	463	799	858	3099
AagrBONN_evm.TU.Sc2ySwM_117.3095	173	298	457	823
AagrBONN_evm.TU.Sc2ySwM_117.3096	2350	3284	5343	15859
AagrBONN_evm.TU.Sc2ySwM_117.3097	44	89	175	232
AagrBONN_evm.TU.Sc2ySwM_117.3098	149	100	426	321
AagrBONN_evm.TU.Sc2ySwM_117.3099	12786	18587	8380	25646
AagrBONN_evm.TU.Sc2ySwM_117.31	1392	2162	3964	20644
AagrBONN_evm.TU.Sc2ySwM_117.310	1174	1731	2469	7860
AagrBONN_evm.TU.Sc2ySwM_117.3100	201	250	344	1172
AagrBONN_evm.TU.Sc2ySwM_117.3101	19	23	37	151
AagrBONN_evm.TU.Sc2ySwM_117.3102	81	130	255	494
AagrBONN_evm.TU.Sc2ySwM_117.3103	199	269	415	1576
AagrBONN_evm.TU.Sc2ySwM_117.3104	292	319	903	363
AagrBONN_evm.TU.Sc2ySwM_117.3105	531	791	1266	4839
AagrBONN_evm.TU.Sc2ySwM_117.3106	7496	12662	13396	42047
AagrBONN_evm.TU.Sc2ySwM_117.3107	657	897	2737	13061
AagrBONN_evm.TU.Sc2ySwM_117.3108	256	418	646	2377
AagrBONN_evm.TU.Sc2ySwM_117.3109	0	6	109	217
AagrBONN_evm.TU.Sc2ySwM_117.311	25	37	197	59
AagrBONN_evm.TU.Sc2ySwM_117.3110	0	3	1572	3675
AagrBONN_evm.TU.Sc2ySwM_117.3111	37	90	768	1752
AagrBONN_evm.TU.Sc2ySwM_117.3112	0	0	50	680
AagrBONN_evm.TU.Sc2ySwM_117.3113	0	0	22	2
AagrBONN_evm.TU.Sc2ySwM_117.3115	10	21	33	447
AagrBONN_evm.TU.Sc2ySwM_117.3116	2	4	180	1445
AagrBONN_evm.TU.Sc2ySwM_117.3117	0	0	1873	9992
AagrBONN_evm.TU.Sc2ySwM_117.3118	0	1	1225	7818
AagrBONN_evm.TU.Sc2ySwM_117.3119	0	0	7378	42119
AagrBONN_evm.TU.Sc2ySwM_117.312	842	472	1330	2918
AagrBONN_evm.TU.Sc2ySwM_117.3120	147	142	259	624
AagrBONN_evm.TU.Sc2ySwM_117.3121	2	5	9	46
AagrBONN_evm.TU.Sc2ySwM_117.3122	349	625	421	634
AagrBONN_evm.TU.Sc2ySwM_117.3123	660	1226	601	1451
AagrBONN_evm.TU.Sc2ySwM_117.3124	19	60	141	1466
AagrBONN_evm.TU.Sc2ySwM_117.3125	132	166	238	576
AagrBONN_evm.TU.Sc2ySwM_117.3126	9638	17605	20653	13612
AagrBONN_evm.TU.Sc2ySwM_117.3127	1145	2354	2117	7824
AagrBONN_evm.TU.Sc2ySwM_117.3128	514	968	1446	7359
AagrBONN_evm.TU.Sc2ySwM_117.3129	421	835	1012	4770
AagrBONN_evm.TU.Sc2ySwM_117.313	232	393	714	3130
AagrBONN_evm.TU.Sc2ySwM_117.3130	340	660	1313	879
AagrBONN_evm.TU.Sc2ySwM_117.3131	280	499	235	610
AagrBONN_evm.TU.Sc2ySwM_117.3132	353	389	672	1876
AagrBONN_evm.TU.Sc2ySwM_117.3133	278	217	604	2040
AagrBONN_evm.TU.Sc2ySwM_117.3134	5157	6050	9479	30852
AagrBONN_evm.TU.Sc2ySwM_117.3135	30	37	31	71
AagrBONN_evm.TU.Sc2ySwM_117.3136	20	15	18	17
AagrBONN_evm.TU.Sc2ySwM_117.3137	0	0	1	22
AagrBONN_evm.TU.Sc2ySwM_117.3138	0	0	5	8
AagrBONN_evm.TU.Sc2ySwM_117.3139	0	0	3	2
AagrBONN_evm.TU.Sc2ySwM_117.314	1151	2356	3790	14993
AagrBONN_evm.TU.Sc2ySwM_117.3140	269	403	283	770
AagrBONN_evm.TU.Sc2ySwM_117.3141	9305	11348	16915	53499
AagrBONN_evm.TU.Sc2ySwM_117.3142	4	10	230	251
AagrBONN_evm.TU.Sc2ySwM_117.3143	4	13	11	32
AagrBONN_evm.TU.Sc2ySwM_117.3144	571	846	850	3275
AagrBONN_evm.TU.Sc2ySwM_117.3145	40	49	116	485
AagrBONN_evm.TU.Sc2ySwM_117.3147	65	138	315	892
AagrBONN_evm.TU.Sc2ySwM_117.3148	682	1278	1311	1141
AagrBONN_evm.TU.Sc2ySwM_117.3149	1828	2646	2180	7872
AagrBONN_evm.TU.Sc2ySwM_117.315	1245	2000	2110	7314
AagrBONN_evm.TU.Sc2ySwM_117.3150	5	2	275	356
AagrBONN_evm.TU.Sc2ySwM_117.3151	97	162	160	421
AagrBONN_evm.TU.Sc2ySwM_117.3152	9	29	2019	3977
AagrBONN_evm.TU.Sc2ySwM_117.3153	28	53	33	10
AagrBONN_evm.TU.Sc2ySwM_117.3154	3	10	25	64
AagrBONN_evm.TU.Sc2ySwM_117.3155	626	1027	1473	4957
AagrBONN_evm.TU.Sc2ySwM_117.3157	316	588	658	2941
AagrBONN_evm.TU.Sc2ySwM_117.3158	291	626	1071	6031
AagrBONN_evm.TU.Sc2ySwM_117.3159	664	1193	5434	7882
AagrBONN_evm.TU.Sc2ySwM_117.316	476	815	270	635
AagrBONN_evm.TU.Sc2ySwM_117.3160	100	140	268	599
AagrBONN_evm.TU.Sc2ySwM_117.3161	27	43	2140	20954
AagrBONN_evm.TU.Sc2ySwM_117.3162	20	40	7398	20027
AagrBONN_evm.TU.Sc2ySwM_117.3163	4	1	1444	3141
AagrBONN_evm.TU.Sc2ySwM_117.3164	67	109	158	263
AagrBONN_evm.TU.Sc2ySwM_117.3165	5	9	6	1
AagrBONN_evm.TU.Sc2ySwM_117.3166	411	407	892	3477
AagrBONN_evm.TU.Sc2ySwM_117.3167	240	255	665	2037
AagrBONN_evm.TU.Sc2ySwM_117.3168	264	328	1364	6329
AagrBONN_evm.TU.Sc2ySwM_117.3169	52	41	225	999
AagrBONN_evm.TU.Sc2ySwM_117.317	420	698	946	2066
AagrBONN_evm.TU.Sc2ySwM_117.3170	525	1313	1114	1331
AagrBONN_evm.TU.Sc2ySwM_117.3171	460	737	1498	5376
AagrBONN_evm.TU.Sc2ySwM_117.3172	22	37	31	115
AagrBONN_evm.TU.Sc2ySwM_117.3173	571	1005	873	2486
AagrBONN_evm.TU.Sc2ySwM_117.3174	300	561	739	1913
AagrBONN_evm.TU.Sc2ySwM_117.3175	232	296	465	2313
AagrBONN_evm.TU.Sc2ySwM_117.3176	155	207	593	313
AagrBONN_evm.TU.Sc2ySwM_117.3177	29	44	4339	8414
AagrBONN_evm.TU.Sc2ySwM_117.3178	35	50	24	71
AagrBONN_evm.TU.Sc2ySwM_117.3179	124	221	255	1939
AagrBONN_evm.TU.Sc2ySwM_117.318	20	25	15	56
AagrBONN_evm.TU.Sc2ySwM_117.3180	0	1	2	16
AagrBONN_evm.TU.Sc2ySwM_117.3181	289	434	429	280
AagrBONN_evm.TU.Sc2ySwM_117.3182	1647	1806	2461	5760
AagrBONN_evm.TU.Sc2ySwM_117.3183	199	331	514	1787
AagrBONN_evm.TU.Sc2ySwM_117.3184	441	572	720	2386
AagrBONN_evm.TU.Sc2ySwM_117.3185	343	391	731	3874
AagrBONN_evm.TU.Sc2ySwM_117.3186	4	8	3	0
AagrBONN_evm.TU.Sc2ySwM_117.3187	1346	1562	3379	7574
AagrBONN_evm.TU.Sc2ySwM_117.3188	124	157	351	1830
AagrBONN_evm.TU.Sc2ySwM_117.3189	110	188	148	407
AagrBONN_evm.TU.Sc2ySwM_117.319	5	0	10	32
AagrBONN_evm.TU.Sc2ySwM_117.3190	492	818	2038	6132
AagrBONN_evm.TU.Sc2ySwM_117.3191	150	245	702	5834
AagrBONN_evm.TU.Sc2ySwM_117.3192	529	1015	1413	7835
AagrBONN_evm.TU.Sc2ySwM_117.3193	50	82	122	470
AagrBONN_evm.TU.Sc2ySwM_117.3194	59	94	230	456
AagrBONN_evm.TU.Sc2ySwM_117.3195	0	0	6	29
AagrBONN_evm.TU.Sc2ySwM_117.3196	33	81	141	280
AagrBONN_evm.TU.Sc2ySwM_117.3197	1619	1960	3427	15391
AagrBONN_evm.TU.Sc2ySwM_117.3198	131	211	359	1319
AagrBONN_evm.TU.Sc2ySwM_117.3199	336	652	699	1520
AagrBONN_evm.TU.Sc2ySwM_117.32	520	573	1387	4363
AagrBONN_evm.TU.Sc2ySwM_117.320	4	4	14	23
AagrBONN_evm.TU.Sc2ySwM_117.3200	211	435	485	1218
AagrBONN_evm.TU.Sc2ySwM_117.3201	136	176	228	405
AagrBONN_evm.TU.Sc2ySwM_117.3202	342	668	654	2303
AagrBONN_evm.TU.Sc2ySwM_117.3203	1756	2594	2899	11928
AagrBONN_evm.TU.Sc2ySwM_117.3204	431	701	719	3483
AagrBONN_evm.TU.Sc2ySwM_117.3205	1224	1857	3397	10013
AagrBONN_evm.TU.Sc2ySwM_117.3206	371	417	623	3008
AagrBONN_evm.TU.Sc2ySwM_117.3207	2870	5581	6965	12656
AagrBONN_evm.TU.Sc2ySwM_117.3208	512	908	1346	5066
AagrBONN_evm.TU.Sc2ySwM_117.3209	0	0	2	0
AagrBONN_evm.TU.Sc2ySwM_117.321	21	39	75	32
AagrBONN_evm.TU.Sc2ySwM_117.3210	0	0	2	0
AagrBONN_evm.TU.Sc2ySwM_117.3211	0	0	0	1
AagrBONN_evm.TU.Sc2ySwM_117.3212	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3213	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3214	0	0	1	45
AagrBONN_evm.TU.Sc2ySwM_117.3215	196	145	363	1603
AagrBONN_evm.TU.Sc2ySwM_117.3216	162	274	513	1283
AagrBONN_evm.TU.Sc2ySwM_117.3217	998	1267	1075	3517
AagrBONN_evm.TU.Sc2ySwM_117.3218	855	1340	437	1266
AagrBONN_evm.TU.Sc2ySwM_117.3219	20	34	24	13
AagrBONN_evm.TU.Sc2ySwM_117.322	747	975	2673	8826
AagrBONN_evm.TU.Sc2ySwM_117.3220	822	1287	396	1317
AagrBONN_evm.TU.Sc2ySwM_117.3221	107	194	88	284
AagrBONN_evm.TU.Sc2ySwM_117.3222	381	575	1498	3369
AagrBONN_evm.TU.Sc2ySwM_117.3223	265	433	905	2690
AagrBONN_evm.TU.Sc2ySwM_117.3224	1118	1803	72	410
AagrBONN_evm.TU.Sc2ySwM_117.3225	971	1139	2202	11542
AagrBONN_evm.TU.Sc2ySwM_117.3226	388	459	760	1328
AagrBONN_evm.TU.Sc2ySwM_117.3227	555	847	1242	2271
AagrBONN_evm.TU.Sc2ySwM_117.3228	1136	1732	2517	7233
AagrBONN_evm.TU.Sc2ySwM_117.3229	290	518	596	2244
AagrBONN_evm.TU.Sc2ySwM_117.323	921	1102	1621	5169
AagrBONN_evm.TU.Sc2ySwM_117.3230	0	1	4524	10148
AagrBONN_evm.TU.Sc2ySwM_117.3231	0	1	341	777
AagrBONN_evm.TU.Sc2ySwM_117.3232	0	1	0	3
AagrBONN_evm.TU.Sc2ySwM_117.3233	114	124	884	3706
AagrBONN_evm.TU.Sc2ySwM_117.3234	11	4	1162	5290
AagrBONN_evm.TU.Sc2ySwM_117.3235	0	1	397	7477
AagrBONN_evm.TU.Sc2ySwM_117.3236	118	261	428	1954
AagrBONN_evm.TU.Sc2ySwM_117.3237	266	426	617	2195
AagrBONN_evm.TU.Sc2ySwM_117.3238	4	6	33	490
AagrBONN_evm.TU.Sc2ySwM_117.3239	1	0	1357	3781
AagrBONN_evm.TU.Sc2ySwM_117.324	1469	2233	1892	5120
AagrBONN_evm.TU.Sc2ySwM_117.3240	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3241	42	71	45	83
AagrBONN_evm.TU.Sc2ySwM_117.3242	154	258	70	108
AagrBONN_evm.TU.Sc2ySwM_117.3244	47	52	207	158
AagrBONN_evm.TU.Sc2ySwM_117.3245	878	1242	1593	7609
AagrBONN_evm.TU.Sc2ySwM_117.3246	469	708	920	3023
AagrBONN_evm.TU.Sc2ySwM_117.3247	6	12	2570	20550
AagrBONN_evm.TU.Sc2ySwM_117.3248	9	28	47	113
AagrBONN_evm.TU.Sc2ySwM_117.3249	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.325	124	185	429	887
AagrBONN_evm.TU.Sc2ySwM_117.3250	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3251	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3252	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3253	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3254	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3255	0	0	17	0
AagrBONN_evm.TU.Sc2ySwM_117.3256	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3257	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3258	0	0	1	1
AagrBONN_evm.TU.Sc2ySwM_117.3259	1	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.326	114	167	457	2023
AagrBONN_evm.TU.Sc2ySwM_117.3260	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3261	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3262	314	669	499	2634
AagrBONN_evm.TU.Sc2ySwM_117.3263	27	51	347	1454
AagrBONN_evm.TU.Sc2ySwM_117.3264	22	35	100	583
AagrBONN_evm.TU.Sc2ySwM_117.3265	490	829	1194	3656
AagrBONN_evm.TU.Sc2ySwM_117.3266	0	0	0	2
AagrBONN_evm.TU.Sc2ySwM_117.3267	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_117.3268	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3269	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.327	43	82	93	407
AagrBONN_evm.TU.Sc2ySwM_117.3270	154	220	341	983
AagrBONN_evm.TU.Sc2ySwM_117.3271	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3272	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3273	158	221	315	1003
AagrBONN_evm.TU.Sc2ySwM_117.3274	350	400	1024	661
AagrBONN_evm.TU.Sc2ySwM_117.3275	11	16	68	301
AagrBONN_evm.TU.Sc2ySwM_117.3276	19	38	134	371
AagrBONN_evm.TU.Sc2ySwM_117.3277	350	485	703	2672
AagrBONN_evm.TU.Sc2ySwM_117.3278	565	1167	1724	7879
AagrBONN_evm.TU.Sc2ySwM_117.3279	201	339	424	1686
AagrBONN_evm.TU.Sc2ySwM_117.328	1013	1982	2009	7885
AagrBONN_evm.TU.Sc2ySwM_117.3280	283	586	1038	5414
AagrBONN_evm.TU.Sc2ySwM_117.3281	1465	2780	2483	5302
AagrBONN_evm.TU.Sc2ySwM_117.3282	965	1136	1489	6592
AagrBONN_evm.TU.Sc2ySwM_117.3283	108	169	194	700
AagrBONN_evm.TU.Sc2ySwM_117.3284	992	1643	2081	4996
AagrBONN_evm.TU.Sc2ySwM_117.3285	2762	3434	5202	6228
AagrBONN_evm.TU.Sc2ySwM_117.3286	9	16	70	65
AagrBONN_evm.TU.Sc2ySwM_117.3287	2	7	1431	5203
AagrBONN_evm.TU.Sc2ySwM_117.3288	791	1023	787	3372
AagrBONN_evm.TU.Sc2ySwM_117.3289	47	31	39	4
AagrBONN_evm.TU.Sc2ySwM_117.329	1201	2040	4009	11530
AagrBONN_evm.TU.Sc2ySwM_117.3290	695	910	2096	7712
AagrBONN_evm.TU.Sc2ySwM_117.3291	2377	3373	4957	7284
AagrBONN_evm.TU.Sc2ySwM_117.3292	3436	5660	6751	13863
AagrBONN_evm.TU.Sc2ySwM_117.3293	1391	2249	7777	15875
AagrBONN_evm.TU.Sc2ySwM_117.3294	458	952	2191	5956
AagrBONN_evm.TU.Sc2ySwM_117.3295	271	363	629	2017
AagrBONN_evm.TU.Sc2ySwM_117.3296	475	768	2655	10020
AagrBONN_evm.TU.Sc2ySwM_117.3297	293	468	564	2104
AagrBONN_evm.TU.Sc2ySwM_117.3298	40	46	84	583
AagrBONN_evm.TU.Sc2ySwM_117.3299	219	254	661	2588
AagrBONN_evm.TU.Sc2ySwM_117.33	372	611	736	2887
AagrBONN_evm.TU.Sc2ySwM_117.330	308	442	4189	10465
AagrBONN_evm.TU.Sc2ySwM_117.3300	46	64	264	1007
AagrBONN_evm.TU.Sc2ySwM_117.3301	8	9	122	392
AagrBONN_evm.TU.Sc2ySwM_117.3302	2	11	101	287
AagrBONN_evm.TU.Sc2ySwM_117.3303	8	13	33	0
AagrBONN_evm.TU.Sc2ySwM_117.3304	840	1084	1729	6190
AagrBONN_evm.TU.Sc2ySwM_117.3305	64	98	771	1994
AagrBONN_evm.TU.Sc2ySwM_117.3306	61	126	377	1023
AagrBONN_evm.TU.Sc2ySwM_117.3307	2603	2514	5130	23064
AagrBONN_evm.TU.Sc2ySwM_117.3308	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_117.3309	0	0	2	0
AagrBONN_evm.TU.Sc2ySwM_117.331	255	331	1289	4122
AagrBONN_evm.TU.Sc2ySwM_117.3310	0	0	4	0
AagrBONN_evm.TU.Sc2ySwM_117.3311	0	0	2	1
AagrBONN_evm.TU.Sc2ySwM_117.3312	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_117.3313	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_117.3314	247	121	377	1243
AagrBONN_evm.TU.Sc2ySwM_117.3315	776	1240	1428	5743
AagrBONN_evm.TU.Sc2ySwM_117.3316	667	1204	1013	3872
AagrBONN_evm.TU.Sc2ySwM_117.3317	973	1960	2439	6714
AagrBONN_evm.TU.Sc2ySwM_117.3318	136	194	6433	26577
AagrBONN_evm.TU.Sc2ySwM_117.332	382	462	2484	5299
AagrBONN_evm.TU.Sc2ySwM_117.3320	368	496	2811	18942
AagrBONN_evm.TU.Sc2ySwM_117.3321	590	1197	1245	3370
AagrBONN_evm.TU.Sc2ySwM_117.3322	492	773	1073	3376
AagrBONN_evm.TU.Sc2ySwM_117.3323	924	1289	1836	9614
AagrBONN_evm.TU.Sc2ySwM_117.3324	273	429	727	2914
AagrBONN_evm.TU.Sc2ySwM_117.3325	3	1	1	1
AagrBONN_evm.TU.Sc2ySwM_117.3326	0	0	0	48
AagrBONN_evm.TU.Sc2ySwM_117.3327	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3328	0	0	0	1
AagrBONN_evm.TU.Sc2ySwM_117.3329	0	0	2	0
AagrBONN_evm.TU.Sc2ySwM_117.333	963	1318	2528	10543
AagrBONN_evm.TU.Sc2ySwM_117.3330	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3331	2625	4614	7	52
AagrBONN_evm.TU.Sc2ySwM_117.3332	64	38	79	96
AagrBONN_evm.TU.Sc2ySwM_117.3333	4	5	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3334	70	148	172	320
AagrBONN_evm.TU.Sc2ySwM_117.3335	312	469	5	0
AagrBONN_evm.TU.Sc2ySwM_117.3336	0	0	84	450
AagrBONN_evm.TU.Sc2ySwM_117.3337	2	5	6	0
AagrBONN_evm.TU.Sc2ySwM_117.3338	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_117.3339	0	1	1	0
AagrBONN_evm.TU.Sc2ySwM_117.334	280	237	544	2587
AagrBONN_evm.TU.Sc2ySwM_117.3340	1240	1346	2495	13405
AagrBONN_evm.TU.Sc2ySwM_117.3341	1798	3388	4638	15471
AagrBONN_evm.TU.Sc2ySwM_117.3342	2080	2550	3558	12250
AagrBONN_evm.TU.Sc2ySwM_117.3343	769	1145	1341	4077
AagrBONN_evm.TU.Sc2ySwM_117.3344	474	808	234	179
AagrBONN_evm.TU.Sc2ySwM_117.3345	1360	2088	1648	4960
AagrBONN_evm.TU.Sc2ySwM_117.3346	95	191	176	184
AagrBONN_evm.TU.Sc2ySwM_117.3347	343	417	942	670
AagrBONN_evm.TU.Sc2ySwM_117.3348	623	669	1713	2722
AagrBONN_evm.TU.Sc2ySwM_117.3349	87	164	582	2165
AagrBONN_evm.TU.Sc2ySwM_117.335	62	41	69	292
AagrBONN_evm.TU.Sc2ySwM_117.3350	0	0	1	2
AagrBONN_evm.TU.Sc2ySwM_117.3351	0	1	2	0
