gene_id	gameto_1	gameto_2	sporo_5	sporo_6
AagrBONN_evm.TU.Sc2ySwM_344.2864	956	1528	1738	4482
AagrBONN_evm.TU.Sc2ySwM_344.2865	1820	1569	3912	15841
AagrBONN_evm.TU.Sc2ySwM_344.2866	1	2	2	41
AagrBONN_evm.TU.Sc2ySwM_344.2867	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.2868	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.2869	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.287	497	724	957	1252
AagrBONN_evm.TU.Sc2ySwM_344.2870	68	83	334	841
AagrBONN_evm.TU.Sc2ySwM_344.2871	119	213	3367	12767
AagrBONN_evm.TU.Sc2ySwM_344.2872	979	1110	2482	13942
AagrBONN_evm.TU.Sc2ySwM_344.2873	160	229	295	996
AagrBONN_evm.TU.Sc2ySwM_344.2874	709	1160	1313	3062
AagrBONN_evm.TU.Sc2ySwM_344.2875	723	1039	1134	4130
AagrBONN_evm.TU.Sc2ySwM_344.2876	242	496	636	2271
AagrBONN_evm.TU.Sc2ySwM_344.2877	424	588	1090	3093
AagrBONN_evm.TU.Sc2ySwM_344.2878	3	0	4	70
AagrBONN_evm.TU.Sc2ySwM_344.2879	0	0	65	85
AagrBONN_evm.TU.Sc2ySwM_344.288	2	1	5	60
AagrBONN_evm.TU.Sc2ySwM_344.2880	735	996	1553	6952
AagrBONN_evm.TU.Sc2ySwM_344.2881	669	1025	2698	14291
AagrBONN_evm.TU.Sc2ySwM_344.2882	1852	2654	3249	6664
AagrBONN_evm.TU.Sc2ySwM_344.2883	275	547	1445	4079
AagrBONN_evm.TU.Sc2ySwM_344.2884	62	122	343	769
AagrBONN_evm.TU.Sc2ySwM_344.2885	884	1305	2300	8773
AagrBONN_evm.TU.Sc2ySwM_344.2886	311	477	574	1215
AagrBONN_evm.TU.Sc2ySwM_344.2887	374	613	866	3083
AagrBONN_evm.TU.Sc2ySwM_344.2888	82	173	234	732
AagrBONN_evm.TU.Sc2ySwM_344.2889	570	787	1765	4064
AagrBONN_evm.TU.Sc2ySwM_344.289	3740	9057	7873	21891
AagrBONN_evm.TU.Sc2ySwM_344.2890	721	1016	1794	220
AagrBONN_evm.TU.Sc2ySwM_344.2891	124	126	224	32
AagrBONN_evm.TU.Sc2ySwM_344.2892	2295	3327	4070	12276
AagrBONN_evm.TU.Sc2ySwM_344.2893	124	144	193	784
AagrBONN_evm.TU.Sc2ySwM_344.2894	78	42	100	278
AagrBONN_evm.TU.Sc2ySwM_344.2895	1005	1387	2466	7786
AagrBONN_evm.TU.Sc2ySwM_344.2897	291	353	797	2518
AagrBONN_evm.TU.Sc2ySwM_344.2898	28	29	75	140
AagrBONN_evm.TU.Sc2ySwM_344.2899	422	657	1116	2144
AagrBONN_evm.TU.Sc2ySwM_344.29	575	648	1140	3022
AagrBONN_evm.TU.Sc2ySwM_344.2900	50	23	61	108
AagrBONN_evm.TU.Sc2ySwM_344.2901	511	669	1308	4510
AagrBONN_evm.TU.Sc2ySwM_344.2902	627	1091	409	1179
AagrBONN_evm.TU.Sc2ySwM_344.2903	278	498	723	3588
AagrBONN_evm.TU.Sc2ySwM_344.2904	310	486	541	1612
AagrBONN_evm.TU.Sc2ySwM_344.2905	40	32	100	279
AagrBONN_evm.TU.Sc2ySwM_344.2906	84	145	240	857
AagrBONN_evm.TU.Sc2ySwM_344.2907	242	468	711	2385
AagrBONN_evm.TU.Sc2ySwM_344.2908	300	367	538	1889
AagrBONN_evm.TU.Sc2ySwM_344.2909	23	19	35	60
AagrBONN_evm.TU.Sc2ySwM_344.290__291	2408	3260	4061	12728
AagrBONN_evm.TU.Sc2ySwM_344.2911	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.2912	0	0	8	0
AagrBONN_evm.TU.Sc2ySwM_344.2913	1254	1875	2438	2837
AagrBONN_evm.TU.Sc2ySwM_344.2914	8925	8793	15124	73216
AagrBONN_evm.TU.Sc2ySwM_344.2915	237	500	415	1543
AagrBONN_evm.TU.Sc2ySwM_344.2916	748	850	1203	4669
AagrBONN_evm.TU.Sc2ySwM_344.2917	566	822	1303	3517
AagrBONN_evm.TU.Sc2ySwM_344.2918	1172	1549	2446	11031
AagrBONN_evm.TU.Sc2ySwM_344.2919	257	446	448	1144
AagrBONN_evm.TU.Sc2ySwM_344.292	218	395	285	669
AagrBONN_evm.TU.Sc2ySwM_344.2920	29	67	71	182
AagrBONN_evm.TU.Sc2ySwM_344.2921	2297	2752	4571	19391
AagrBONN_evm.TU.Sc2ySwM_344.2922	673	994	1679	7081
AagrBONN_evm.TU.Sc2ySwM_344.2923	86	146	559	2060
AagrBONN_evm.TU.Sc2ySwM_344.2924	0	0	41	180
AagrBONN_evm.TU.Sc2ySwM_344.2925	215	283	428	654
AagrBONN_evm.TU.Sc2ySwM_344.2926	1081	1868	2294	10530
AagrBONN_evm.TU.Sc2ySwM_344.2927	565	933	1312	5011
AagrBONN_evm.TU.Sc2ySwM_344.2928	727	941	1092	3271
AagrBONN_evm.TU.Sc2ySwM_344.2929	0	0	27	114
AagrBONN_evm.TU.Sc2ySwM_344.293	116	107	181	496
AagrBONN_evm.TU.Sc2ySwM_344.2930	2151	2539	3835	15748
AagrBONN_evm.TU.Sc2ySwM_344.2931	978	1228	1832	6914
AagrBONN_evm.TU.Sc2ySwM_344.2932	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.2933	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.2934	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.2935	616	764	794	4615
AagrBONN_evm.TU.Sc2ySwM_344.2936	1091	1288	2524	13770
AagrBONN_evm.TU.Sc2ySwM_344.2937	0	0	21	0
AagrBONN_evm.TU.Sc2ySwM_344.2938	0	0	124	582
AagrBONN_evm.TU.Sc2ySwM_344.2939	177	256	404	882
AagrBONN_evm.TU.Sc2ySwM_344.294	805	990	1628	6710
AagrBONN_evm.TU.Sc2ySwM_344.2940	8	5	11	0
AagrBONN_evm.TU.Sc2ySwM_344.2941	205	106	146	890
AagrBONN_evm.TU.Sc2ySwM_344.2942	48	31	53	115
AagrBONN_evm.TU.Sc2ySwM_344.2943	313	163	333	1369
AagrBONN_evm.TU.Sc2ySwM_344.2944	375	338	512	1450
AagrBONN_evm.TU.Sc2ySwM_344.2945	0	0	115	587
AagrBONN_evm.TU.Sc2ySwM_344.2946	1210	1461	1998	8426
AagrBONN_evm.TU.Sc2ySwM_344.2947	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.2948	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.2949	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.295	0	0	13	0
AagrBONN_evm.TU.Sc2ySwM_344.2950	3	3	4	0
AagrBONN_evm.TU.Sc2ySwM_344.2951	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.2952	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.2953	1332	1806	2847	10603
AagrBONN_evm.TU.Sc2ySwM_344.2954	335	464	797	1383
AagrBONN_evm.TU.Sc2ySwM_344.2955	231	400	619	2993
AagrBONN_evm.TU.Sc2ySwM_344.2956	121	134	239	820
AagrBONN_evm.TU.Sc2ySwM_344.2957	41	21	39	179
AagrBONN_evm.TU.Sc2ySwM_344.2958	74	60	67	240
AagrBONN_evm.TU.Sc2ySwM_344.2959	135	127	179	333
AagrBONN_evm.TU.Sc2ySwM_344.296	193	263	440	1125
AagrBONN_evm.TU.Sc2ySwM_344.2960	75	109	136	374
AagrBONN_evm.TU.Sc2ySwM_344.2961	119	172	243	213
AagrBONN_evm.TU.Sc2ySwM_344.2962	12	15	16	83
AagrBONN_evm.TU.Sc2ySwM_344.2963	29	35	58	95
AagrBONN_evm.TU.Sc2ySwM_344.2964	9	12	14	113
AagrBONN_evm.TU.Sc2ySwM_344.2965	12	15	32	86
AagrBONN_evm.TU.Sc2ySwM_344.2966	0	0	2	20
AagrBONN_evm.TU.Sc2ySwM_344.2967	0	0	54	231
AagrBONN_evm.TU.Sc2ySwM_344.2968	0	0	2	0
AagrBONN_evm.TU.Sc2ySwM_344.2969	0	0	11	0
AagrBONN_evm.TU.Sc2ySwM_344.297	491	721	1239	3349
AagrBONN_evm.TU.Sc2ySwM_344.2970	0	0	26	203
AagrBONN_evm.TU.Sc2ySwM_344.2971	66	130	186	564
AagrBONN_evm.TU.Sc2ySwM_344.2972	1775	1431	2644	8755
AagrBONN_evm.TU.Sc2ySwM_344.2973	187	296	461	2314
AagrBONN_evm.TU.Sc2ySwM_344.2974	208	230	331	787
AagrBONN_evm.TU.Sc2ySwM_344.2975	13	5	20	50
AagrBONN_evm.TU.Sc2ySwM_344.2976	361	322	819	1592
AagrBONN_evm.TU.Sc2ySwM_344.2977	0	0	6	0
AagrBONN_evm.TU.Sc2ySwM_344.2978	0	0	9	43
AagrBONN_evm.TU.Sc2ySwM_344.2979	219	161	308	959
AagrBONN_evm.TU.Sc2ySwM_344.298	1450	1716	2800	13172
AagrBONN_evm.TU.Sc2ySwM_344.2980	372	398	378	1244
AagrBONN_evm.TU.Sc2ySwM_344.2981	107	155	218	139
AagrBONN_evm.TU.Sc2ySwM_344.2982	1131	1626	2814	11951
AagrBONN_evm.TU.Sc2ySwM_344.2983	374	535	765	3671
AagrBONN_evm.TU.Sc2ySwM_344.2984	659	1025	1192	5234
AagrBONN_evm.TU.Sc2ySwM_344.2985	0	1	0	1
AagrBONN_evm.TU.Sc2ySwM_344.2986	0	1	1	0
AagrBONN_evm.TU.Sc2ySwM_344.2987	205	150	294	886
AagrBONN_evm.TU.Sc2ySwM_344.2989	0	0	46	208
AagrBONN_evm.TU.Sc2ySwM_344.299	30	11	32	0
AagrBONN_evm.TU.Sc2ySwM_344.2990	1	0	4	42
AagrBONN_evm.TU.Sc2ySwM_344.2991	0	0	10	36
AagrBONN_evm.TU.Sc2ySwM_344.2992	0	0	0	1
AagrBONN_evm.TU.Sc2ySwM_344.2993	305	292	470	2782
AagrBONN_evm.TU.Sc2ySwM_344.2994	123	127	138	1518
AagrBONN_evm.TU.Sc2ySwM_344.2995	310	424	752	1174
AagrBONN_evm.TU.Sc2ySwM_344.2996	57	46	66	244
AagrBONN_evm.TU.Sc2ySwM_344.2997	752	1346	1871	5266
AagrBONN_evm.TU.Sc2ySwM_344.2998	953	1998	1323	3857
AagrBONN_evm.TU.Sc2ySwM_344.2999	670	882	1417	4511
AagrBONN_evm.TU.Sc2ySwM_344.3	170	111	287	1169
AagrBONN_evm.TU.Sc2ySwM_344.30	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.300	374	537	738	3078
AagrBONN_evm.TU.Sc2ySwM_344.3000	35	30	38	70
AagrBONN_evm.TU.Sc2ySwM_344.3001	0	0	2	0
AagrBONN_evm.TU.Sc2ySwM_344.3002	1203	1451	2453	11243
AagrBONN_evm.TU.Sc2ySwM_344.3003	2	3	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3004	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3005	0	0	4	1
AagrBONN_evm.TU.Sc2ySwM_344.3006	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3007	0	0	1	2
AagrBONN_evm.TU.Sc2ySwM_344.3008	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3009	0	0	5	20
AagrBONN_evm.TU.Sc2ySwM_344.301	166	289	339	1400
AagrBONN_evm.TU.Sc2ySwM_344.3010	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3011	0	0	1	3
AagrBONN_evm.TU.Sc2ySwM_344.3012	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3013	0	0	0	2
AagrBONN_evm.TU.Sc2ySwM_344.3014	11	13	25	116
AagrBONN_evm.TU.Sc2ySwM_344.3015	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3016	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3017	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3018	0	0	7	8
AagrBONN_evm.TU.Sc2ySwM_344.3019	0	0	80	376
AagrBONN_evm.TU.Sc2ySwM_344.302	178	266	367	1242
AagrBONN_evm.TU.Sc2ySwM_344.3020	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3021	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3022	0	0	0	1
AagrBONN_evm.TU.Sc2ySwM_344.3023	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3024	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3025	2	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3026	1	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3027	1	5	4	1
AagrBONN_evm.TU.Sc2ySwM_344.3028	1627	1674	2439	15463
AagrBONN_evm.TU.Sc2ySwM_344.3029	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.303	230	415	3	0
AagrBONN_evm.TU.Sc2ySwM_344.3030	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3031	0	0	0	1
AagrBONN_evm.TU.Sc2ySwM_344.3032	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3033	0	0	0	1
AagrBONN_evm.TU.Sc2ySwM_344.3034	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3035	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3036	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3037	0	1	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3038	0	0	17	60
AagrBONN_evm.TU.Sc2ySwM_344.3039	1	2	0	0
AagrBONN_evm.TU.Sc2ySwM_344.304	0	3	82	340
AagrBONN_evm.TU.Sc2ySwM_344.3040	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3041	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3042	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3043	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3044	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3045	1	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3046	1	4	1	15
AagrBONN_evm.TU.Sc2ySwM_344.3047	0	0	2	2
AagrBONN_evm.TU.Sc2ySwM_344.3048	0	0	1	7
AagrBONN_evm.TU.Sc2ySwM_344.3049	0	3	6	6
AagrBONN_evm.TU.Sc2ySwM_344.305	1	2	80	504
AagrBONN_evm.TU.Sc2ySwM_344.3050	0	0	2	5
AagrBONN_evm.TU.Sc2ySwM_344.3051	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3052	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3053	0	0	0	5
AagrBONN_evm.TU.Sc2ySwM_344.3054	1	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3055	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3056	0	0	7	10
AagrBONN_evm.TU.Sc2ySwM_344.3057	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3058	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3059	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.306	93	135	103	448
AagrBONN_evm.TU.Sc2ySwM_344.3060	1	0	0	18
AagrBONN_evm.TU.Sc2ySwM_344.3061	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3062	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3063	422	537	886	2725
AagrBONN_evm.TU.Sc2ySwM_344.3064	2086	2410	3955	14654
AagrBONN_evm.TU.Sc2ySwM_344.3065	0	2	1492	3414
AagrBONN_evm.TU.Sc2ySwM_344.3066	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3067	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3068	1261	1689	1914	7477
AagrBONN_evm.TU.Sc2ySwM_344.3069	650	979	1378	7016
AagrBONN_evm.TU.Sc2ySwM_344.307	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3070	6	5	59	131
AagrBONN_evm.TU.Sc2ySwM_344.3071	11	16	7	11
AagrBONN_evm.TU.Sc2ySwM_344.3072__3073	406	762	589	2024
AagrBONN_evm.TU.Sc2ySwM_344.3074	3095	3531	5448	25900
AagrBONN_evm.TU.Sc2ySwM_344.3075	615	1230	1207	2155
AagrBONN_evm.TU.Sc2ySwM_344.3076	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3077	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3078	0	2	2	0
AagrBONN_evm.TU.Sc2ySwM_344.3079	0	0	29	5
AagrBONN_evm.TU.Sc2ySwM_344.308	0	0	0	1
AagrBONN_evm.TU.Sc2ySwM_344.3080	1	3	5	0
AagrBONN_evm.TU.Sc2ySwM_344.3081	730	917	1655	9026
AagrBONN_evm.TU.Sc2ySwM_344.3082	3	7	4	0
AagrBONN_evm.TU.Sc2ySwM_344.3083	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3084	0	1	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3085	635	963	1170	3049
AagrBONN_evm.TU.Sc2ySwM_344.3086	1	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3087	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3088	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.309	33	29	146	540
AagrBONN_evm.TU.Sc2ySwM_344.3090	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3091	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3092	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3093	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3094	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3095	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3096	1994	1806	3948	19122
AagrBONN_evm.TU.Sc2ySwM_344.3097	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3098	0	0	9	15
AagrBONN_evm.TU.Sc2ySwM_344.3099	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.31	0	0	2	0
AagrBONN_evm.TU.Sc2ySwM_344.310	3	3	2	19
AagrBONN_evm.TU.Sc2ySwM_344.3100	0	0	7	11
AagrBONN_evm.TU.Sc2ySwM_344.3101	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3102	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3103	398	428	818	1420
AagrBONN_evm.TU.Sc2ySwM_344.3104	10	20	515	1782
AagrBONN_evm.TU.Sc2ySwM_344.3106	115	135	216	722
AagrBONN_evm.TU.Sc2ySwM_344.3107	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3108	0	0	1	2
AagrBONN_evm.TU.Sc2ySwM_344.3109	0	0	3	8
AagrBONN_evm.TU.Sc2ySwM_344.311	1	0	1	5
AagrBONN_evm.TU.Sc2ySwM_344.3110	1	3	6	7
AagrBONN_evm.TU.Sc2ySwM_344.3111	0	0	1	2
AagrBONN_evm.TU.Sc2ySwM_344.3112	1	0	2	3
AagrBONN_evm.TU.Sc2ySwM_344.3113	0	0	1	4
AagrBONN_evm.TU.Sc2ySwM_344.3114	2213	2647	5917	30471
AagrBONN_evm.TU.Sc2ySwM_344.3115	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3116	5	4	0	3
AagrBONN_evm.TU.Sc2ySwM_344.3117	0	0	1	1
AagrBONN_evm.TU.Sc2ySwM_344.3118	0	0	2	1
AagrBONN_evm.TU.Sc2ySwM_344.3119	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.312	226	385	494	1342
AagrBONN_evm.TU.Sc2ySwM_344.3120	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3121	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3122	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3123	570	958	1280	5635
AagrBONN_evm.TU.Sc2ySwM_344.3124	148	234	223	248
AagrBONN_evm.TU.Sc2ySwM_344.3125	1978	3799	4358	15984
AagrBONN_evm.TU.Sc2ySwM_344.3126	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3127	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3128	0	3	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3129	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.313	6	11	34	160
AagrBONN_evm.TU.Sc2ySwM_344.3130	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3131	0	0	0	1
AagrBONN_evm.TU.Sc2ySwM_344.3132	314	451	659	2024
AagrBONN_evm.TU.Sc2ySwM_344.3133	3	1	5	14
AagrBONN_evm.TU.Sc2ySwM_344.3134	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3135	10	21	13	33
AagrBONN_evm.TU.Sc2ySwM_344.3136	6	6	15	62
AagrBONN_evm.TU.Sc2ySwM_344.3137	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3138	812	873	1233	4496
AagrBONN_evm.TU.Sc2ySwM_344.3139	4027	6317	6758	19596
AagrBONN_evm.TU.Sc2ySwM_344.314	229	288	498	1249
AagrBONN_evm.TU.Sc2ySwM_344.3140	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3141	2980	5106	7395	24483
AagrBONN_evm.TU.Sc2ySwM_344.3142	0	0	6	0
AagrBONN_evm.TU.Sc2ySwM_344.3143	95	173	200	452
AagrBONN_evm.TU.Sc2ySwM_344.3144	31	43	56	198
AagrBONN_evm.TU.Sc2ySwM_344.3145	33	17	28	239
AagrBONN_evm.TU.Sc2ySwM_344.3146	79	44	73	498
AagrBONN_evm.TU.Sc2ySwM_344.3147	111	125	206	1075
AagrBONN_evm.TU.Sc2ySwM_344.3148	0	0	3	9
AagrBONN_evm.TU.Sc2ySwM_344.3149	0	0	1	14
AagrBONN_evm.TU.Sc2ySwM_344.315	155	191	299	434
AagrBONN_evm.TU.Sc2ySwM_344.3150	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3151	0	0	3	0
AagrBONN_evm.TU.Sc2ySwM_344.3152	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3153	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3154	0	0	4	0
AagrBONN_evm.TU.Sc2ySwM_344.3155	0	0	2	0
AagrBONN_evm.TU.Sc2ySwM_344.3156	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3157	0	3	1	1
AagrBONN_evm.TU.Sc2ySwM_344.3158	0	0	0	1
AagrBONN_evm.TU.Sc2ySwM_344.3159	0	0	2	16
AagrBONN_evm.TU.Sc2ySwM_344.316	0	0	640	4774
AagrBONN_evm.TU.Sc2ySwM_344.3160	0	0	4	42
AagrBONN_evm.TU.Sc2ySwM_344.3161	0	0	0	1
AagrBONN_evm.TU.Sc2ySwM_344.3162	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3163	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3164	1	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3165	22	23	23	71
AagrBONN_evm.TU.Sc2ySwM_344.3166	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3167	0	0	2	0
AagrBONN_evm.TU.Sc2ySwM_344.3168	0	0	2	0
AagrBONN_evm.TU.Sc2ySwM_344.3169	5156	6878	11240	40643
AagrBONN_evm.TU.Sc2ySwM_344.317	1	3	2323	21163
AagrBONN_evm.TU.Sc2ySwM_344.3170	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3171	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3172	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3173	0	0	2	1
AagrBONN_evm.TU.Sc2ySwM_344.3174	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3175	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3176	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3177	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3178	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3179	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.318	5	2	1893	11867
AagrBONN_evm.TU.Sc2ySwM_344.3180	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3181	17	32	28	22
AagrBONN_evm.TU.Sc2ySwM_344.3182	0	0	0	1
AagrBONN_evm.TU.Sc2ySwM_344.3183	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3184	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3185	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.3186	512	1003	1156	2523
AagrBONN_evm.TU.Sc2ySwM_344.3187	1472	1984	2994	12748
AagrBONN_evm.TU.Sc2ySwM_344.3188	1313	1949	2408	7950
AagrBONN_evm.TU.Sc2ySwM_344.3189	651	958	3375	7574
AagrBONN_evm.TU.Sc2ySwM_344.319	4	1	1978	11063
AagrBONN_evm.TU.Sc2ySwM_344.3190	771	1245	1741	5429
AagrBONN_evm.TU.Sc2ySwM_344.3191	1267	1556	2695	7001
AagrBONN_evm.TU.Sc2ySwM_344.3192	136	206	487	1368
AagrBONN_evm.TU.Sc2ySwM_344.3193	521	1063	1035	1632
AagrBONN_evm.TU.Sc2ySwM_344.3194	236	218	435	827
AagrBONN_evm.TU.Sc2ySwM_344.3195	681	1236	1600	5824
AagrBONN_evm.TU.Sc2ySwM_344.3196	306	526	805	2554
AagrBONN_evm.TU.Sc2ySwM_344.3197	646	1091	1561	6195
AagrBONN_evm.TU.Sc2ySwM_344.3198	90	118	189	575
AagrBONN_evm.TU.Sc2ySwM_344.3199	83	111	134	355
AagrBONN_evm.TU.Sc2ySwM_344.32	0	0	0	0
AagrBONN_evm.TU.Sc2ySwM_344.320	6	8	8	40
AagrBONN_evm.TU.Sc2ySwM_344.3200	73	88	105	390
AagrBONN_evm.TU.Sc2ySwM_344.3201	429	630	963	2134
AagrBONN_evm.TU.Sc2ySwM_344.3202	157	213	229	460
AagrBONN_evm.TU.Sc2ySwM_344.3203	1016	1385	2552	5482
AagrBONN_evm.TU.Sc2ySwM_344.3204	314	211	480	1951
AagrBONN_evm.TU.Sc2ySwM_344.3205	455	611	807	2212
AagrBONN_evm.TU.Sc2ySwM_344.3206	598	983	1197	5105
AagrBONN_evm.TU.Sc2ySwM_344.3207	0	0	45	119
AagrBONN_evm.TU.Sc2ySwM_344.3208	1616	1725	3053	13740
AagrBONN_evm.TU.Sc2ySwM_344.3209	421	692	758	2866
AagrBONN_evm.TU.Sc2ySwM_344.321	0	0	99	564
AagrBONN_evm.TU.Sc2ySwM_344.3210	101	77	127	494
AagrBONN_evm.TU.Sc2ySwM_344.3211	997	1297	1922	7818
AagrBONN_evm.TU.Sc2ySwM_344.3212	148	226	295	1239
AagrBONN_evm.TU.Sc2ySwM_344.3213	966	1387	1687	6013
AagrBONN_evm.TU.Sc2ySwM_344.3214	367	589	830	2939
AagrBONN_evm.TU.Sc2ySwM_344.3215	337	562	582	1618
AagrBONN_evm.TU.Sc2ySwM_344.3216	26	34	49	0
AagrBONN_evm.TU.Sc2ySwM_344.3217	430	699	1052	3629
AagrBONN_evm.TU.Sc2ySwM_344.3218	17	18	21	26
AagrBONN_evm.TU.Sc2ySwM_344.3219	129	92	171	892
AagrBONN_evm.TU.Sc2ySwM_344.322	0	0	1	0
AagrBONN_evm.TU.Sc2ySwM_344.3220	85	143	142	357
