gene_id	gameto_5	gameto_6	gameto_7	sporo_7	sporo_8	sporo_9
Pp3c16_12080	1416	1236	1586	104	37	208
Pp3c16_12110	1011	839	1002	419	180	361
Pp3c16_12120	805	671	945	715	210	414
Pp3c16_12160	3	0	0	1	0	3
Pp3c16_12180	6	9	14	14	3	20
Pp3c16_12190	6268	5115	3947	512	336	1096
Pp3c16_1220	4962	4293	9677	3	6	1457
Pp3c16_12200	378	340	187	57	7	15
Pp3c16_12210	0	0	0	0	0	0
Pp3c16_12220	0	0	0	0	0	0
Pp3c16_12230	0	0	0	0	0	0
Pp3c16_12240	369	295	328	191	101	113
Pp3c16_12270	3	5	7	6	3	3
Pp3c16_12290	10	7	16	15	3	10
Pp3c16_1230	650	571	693	330	197	242
Pp3c16_12300	7808	6218	8633	1147	347	549
Pp3c16_12310	3666	3292	4546	4152	1487	2304
Pp3c16_12330	530	400	636	342	99	271
Pp3c16_12360	101	70	105	18	10	40
Pp3c16_12370	2110	1822	1929	1293	289	411
Pp3c16_12380	764	735	957	27	16	54
Pp3c16_12390	3952	3013	3706	2768	1182	2292
Pp3c16_1240	396	385	365	31	9	23
Pp3c16_12410	473	390	613	786	349	453
Pp3c16_12420	848	685	1205	2790	1138	1554
Pp3c16_12449	3	3	8	6	11	10
Pp3c16_12470	1927	1543	2089	1267	662	1014
Pp3c16_12490	334	337	356	223	65	315
Pp3c16_1250	1027	908	990	191	48	64
Pp3c16_12500	104	97	104	53	22	100
Pp3c16_12520	762	683	924	859	231	456
Pp3c16_12530	11	16	27	9	0	5
Pp3c16_12540	598	410	611	171	134	26
Pp3c16_12560	1	0	0	0	0	0
Pp3c16_12570	0	0	0	0	0	0
Pp3c16_12580	0	1	0	0	0	0
Pp3c16_12587	0	0	0	0	0	0
Pp3c16_12590	0	0	0	0	0	0
Pp3c16_1260	419	395	480	54	9	31
Pp3c16_12600	106	84	133	2009	885	638
Pp3c16_12610	2124	1840	1617	89	32	84
Pp3c16_12620	8144	7022	6320	264	166	382
Pp3c16_12630	714	462	681	146	97	242
Pp3c16_12640	2857	2507	3537	1277	594	885
Pp3c16_12660	3219	2384	3787	572	246	470
Pp3c16_12680	359	446	278	15	2	16
Pp3c16_12740	0	0	1	0	0	0
Pp3c16_12741	0	0	1	0	0	0
Pp3c16_12750	4	0	5	0	0	0
Pp3c16_12770	0	0	2	0	0	0
Pp3c16_12790	460	416	600	119	41	84
Pp3c16_1280	79	82	124	6	1	3
Pp3c16_12810	0	0	0	0	0	0
Pp3c16_12820	335	314	386	223	93	100
Pp3c16_12830	15	10	15	2	6	14
Pp3c16_12850	703	595	1003	120	16	33
Pp3c16_12860	328	261	468	34	2	7
Pp3c16_12870	325	295	370	302	174	220
Pp3c16_12880	2241	1984	2443	1390	303	512
Pp3c16_12890	1179	1289	401	24	2	6
Pp3c16_12900	1666	1601	987	613	187	290
Pp3c16_12920	976	817	1029	439	210	316
Pp3c16_12940	4233	4102	4979	1714	973	1519
Pp3c16_12950	1955	1666	1854	680	181	480
Pp3c16_12980	690	616	731	312	45	137
Pp3c16_12990	1072	956	1205	555	102	274
Pp3c16_13000	892	776	995	957	210	384
Pp3c16_13033	41	41	40	13	4	12
Pp3c16_13040	1124	960	1214	693	370	533
Pp3c16_13060	1153	1427	524	434	112	221
Pp3c16_13070	1153	1164	1009	65	10	57
Pp3c16_13081	305	306	234	31	4	23
Pp3c16_13100	0	0	1	0	0	0
Pp3c16_13110	0	0	0	0	0	0
Pp3c16_13120	32	28	53	28	3	37
Pp3c16_13139	900	492	1258	8	1	66
Pp3c16_13150	7154	5139	4087	340	106	519
Pp3c16_13160	434	202	569	2	4	11
Pp3c16_13170	5124	4088	1333	331	101	477
Pp3c16_13180	33252	29110	31809	15592	8832	13202
Pp3c16_13220	61	127	3	54	19	45
Pp3c16_13230	27	69	10	0	0	0
Pp3c16_13240	20	37	8	0	0	0
Pp3c16_13260	1962	3483	33	2	0	20
Pp3c16_13269	22	40	15	5	0	0
Pp3c16_13280	8185	11131	86	1	12	57
Pp3c16_13330	2985	2765	3283	2236	1252	1706
Pp3c16_13350	914	767	881	381	186	305
Pp3c16_13360	1161	1112	1744	2424	704	1359
Pp3c16_13390	80	96	146	44	16	11
Pp3c16_1340	0	0	0	0	0	0
Pp3c16_13412	21	4	18	3	0	0
Pp3c16_13420	6	8	11	34	9	5
Pp3c16_13430	610	448	680	457	180	291
Pp3c16_13440	78	61	84	88	27	91
Pp3c16_13450	4129	3493	3959	763	149	389
Pp3c16_13480	37	23	16	12	3	8
Pp3c16_13490	15246	12895	15280	1907	226	766
Pp3c16_1350	820	737	1060	963	524	600
Pp3c16_13520	1	1	0	4	1	0
Pp3c16_13530	1971	1688	2462	320	123	274
Pp3c16_13540	172	114	194	412	171	335
Pp3c16_13550	782	627	773	323	91	138
Pp3c16_13580	59	39	60	24	13	25
Pp3c16_13590	416	328	441	531	235	317
Pp3c16_1360	1096	928	1278	543	147	218
Pp3c16_13610	0	0	0	16400	13637	6441
Pp3c16_13640	3770	4416	4848	2948	2584	2741
Pp3c16_13650	0	0	0	0	0	0
Pp3c16_13660	3882	3798	4257	571	38	180
Pp3c16_13680	0	0	0	0	0	0
Pp3c16_13690	0	0	0	0	0	0
Pp3c16_13700	4085	3763	1742	130	225	375
Pp3c16_1379	0	2	0	1	0	0
Pp3c16_13800	10	10	10	6	2	7
Pp3c16_13830	249	145	328	582	164	385
Pp3c16_13851	119	126	127	113	9	25
Pp3c16_1396	0	0	3	1	0	0
Pp3c16_13960	111	91	103	82	46	72
Pp3c16_13970	392	401	496	492	350	354
Pp3c16_13980	0	0	0	0	0	0
Pp3c16_13990	0	0	0	0	0	0
Pp3c16_140	19	7	10	0	0	0
Pp3c16_14010	1	0	4	0	0	0
Pp3c16_14020	2718	2001	3749	4606	2414	2889
Pp3c16_14030	1751	1562	1824	674	276	363
Pp3c16_14050	679	590	787	28	11	23
Pp3c16_14071	19	13	10	3	3	4
Pp3c16_1408	14	1	8	2	2	0
Pp3c16_14087	319	300	287	17	6	24
Pp3c16_14110	1879	1825	1991	3170	863	1404
Pp3c16_14130	1957	1598	1860	1043	356	643
Pp3c16_14140	361	286	356	106	26	61
Pp3c16_14150	8925	6050	1963	1006	391	985
Pp3c16_14160	308	219	316	233	51	92
Pp3c16_14180	52	35	68	89	29	56
Pp3c16_1420	0	0	0	0	0	0
Pp3c16_14220	997	762	1218	373	63	198
Pp3c16_14261	6	11	5	11	5	5
Pp3c16_14270	0	0	1	0	0	0
Pp3c16_14280	5322	4178	6035	809	83	497
Pp3c16_14290	287	195	331	39	2	16
Pp3c16_1430	11	11	18	46	4	35
Pp3c16_14300	1330	1177	1241	819	340	560
Pp3c16_14320	35	28	34	26	2	9
Pp3c16_14330	1823	1559	1770	1200	183	474
Pp3c16_14340	3634	3418	3782	1123	199	465
Pp3c16_14380	758	791	934	1295	229	494
Pp3c16_14390	1055	889	1108	386	149	270
Pp3c16_1440	2255	1647	2257	863	416	1030
Pp3c16_14400	11966	9809	8479	408	106	213
Pp3c16_14431	216	299	84	1	0	3
Pp3c16_14440	144	205	73	0	0	0
Pp3c16_1450	2012	1780	2042	1086	399	492
Pp3c16_14590	1372	467	905	31	55	70
Pp3c16_1460	1865	1425	1885	333	103	245
Pp3c16_14600	0	0	0	1	7	5
Pp3c16_14629	0	0	0	5	4	6
Pp3c16_14640	1373	447	788	44	49	110
Pp3c16_14658	0	1	1	22	13	21
Pp3c16_14660	1327	468	912	19	31	56
Pp3c16_14670	0	2	1	1	3	1
Pp3c16_1470	839	679	1105	1813	808	1673
Pp3c16_14720	0	0	0	1	3	2
Pp3c16_14730	1350	468	838	11	25	37
Pp3c16_14760	0	0	0	2	3	3
Pp3c16_14770	0	0	0	0	0	0
Pp3c16_1480	843	768	1002	577	166	589
Pp3c16_14810	1325	1236	1193	221	61	54
Pp3c16_14879	2	0	3	1	1	2
Pp3c16_14880	2	0	3	1	1	2
Pp3c16_14910	166	176	234	725	419	484
Pp3c16_14950	465	454	460	274	89	148
Pp3c16_14960	19	13	16	3	0	0
Pp3c16_150	28	10	16	3	0	1
Pp3c16_1500	381	361	444	189	43	204
Pp3c16_15000	4765	5159	5282	1534	271	738
Pp3c16_15020	2	0	0	1	0	0
Pp3c16_15040	2350	1928	2615	753	136	307
Pp3c16_15060	2027	1751	2365	1448	562	1050
Pp3c16_15070	367	402	479	269	107	147
Pp3c16_15090	82	88	114	53	30	76
Pp3c16_15110	6430	5530	6805	2869	353	578
Pp3c16_15118	6432	5536	6805	2870	354	581
Pp3c16_15130	3927	4006	2513	973	729	1507
Pp3c16_15140	76	62	133	46	10	17
Pp3c16_15148	1	1	2	0	0	0
Pp3c16_15200	0	0	0	1	0	1
Pp3c16_15210	0	0	0	2	1	0
Pp3c16_15220	4183	3957	4451	2126	1627	2218
Pp3c16_15230	7442	6273	6952	570	289	515
Pp3c16_15270	84	52	91	1313	894	1215
Pp3c16_15280	4	1	2	0	2	1
Pp3c16_1530	74	78	80	928	180	72
Pp3c16_15310	3	0	1	2049	1072	1413
Pp3c16_15340	0	2	0	3	3	0
Pp3c16_15350	0	3	0	0	0	0
Pp3c16_15370	0	0	0	0	0	0
Pp3c16_15390	36	36	31	26	16	5
Pp3c16_15400	5004	4430	5410	1234	427	1026
Pp3c16_15410	6339	5725	7529	3435	855	1346
Pp3c16_15440	614	630	824	241	154	167
Pp3c16_15450	4944	5391	4325	7674	1986	2081
Pp3c16_15480	0	0	0	0	0	0
Pp3c16_15490	841	739	628	255	2	7
Pp3c16_1550	2	2	0	5	4	0
Pp3c16_15552	0	0	0	4	5	0
Pp3c16_15610	53	66	59	341	70	79
Pp3c16_15634	10	1	1	7	1	1
Pp3c16_15690	1273	1178	1606	1724	535	827
Pp3c16_15710	123	77	196	13	11	3
Pp3c16_15711	50	39	100	0	0	0
Pp3c16_15720	5794	5385	4697	708	174	380
Pp3c16_15750	7	7	1	5	0	5
Pp3c16_15760	4007	4039	4125	368	39	92
Pp3c16_15780	829	784	912	628	189	316
Pp3c16_15820	1	0	0	0	0	0
Pp3c16_15860	12	14	8	416	79	88
Pp3c16_15880	176	170	177	60	46	33
Pp3c16_15899	2	2	2	2	3	0
Pp3c16_15900	2	2	1	1	2	0
Pp3c16_15920	1	3	4	230	79	102
Pp3c16_15960	1006	793	1223	820	149	306
Pp3c16_15970	4	0	0	10	1	5
Pp3c16_15980	678	512	857	4771	1197	2351
Pp3c16_16010	377	339	567	511	196	306
Pp3c16_16020	0	0	0	0	0	0
Pp3c16_16030	0	0	0	0	0	0
Pp3c16_16040	1920	1682	2201	3371	2091	1826
Pp3c16_16050	476	454	540	292	117	184
Pp3c16_16060	3352	3317	3217	848	257	570
Pp3c16_16070	1274	1135	1335	810	443	577
Pp3c16_16080	5903	5076	5103	758	173	462
Pp3c16_1610	0	0	0	0	0	0
Pp3c16_16110	1736	1497	2015	2743	1534	1710
Pp3c16_16120	1214	1196	1554	1862	648	1399
Pp3c16_16140	7	3	6	1	0	0
Pp3c16_16150	84	59	133	19	0	1
Pp3c16_16160	0	0	0	0	0	0
Pp3c16_16170	24	26	49	492	237	624
Pp3c16_1620	1	0	1	0	0	0
Pp3c16_16200	183	178	205	0	0	10
Pp3c16_16220	3668	2913	4060	2096	269	531
Pp3c16_16230	0	0	0	0	0	0
Pp3c16_16240	687	681	835	221	132	257
Pp3c16_16250	126	97	143	21	11	16
Pp3c16_16260	1823	1783	1919	509	56	130
Pp3c16_16280	164	115	188	649	257	413
Pp3c16_16290	1783	1497	2068	2042	1026	1114
Pp3c16_16320	2745	2461	2841	1289	232	575
Pp3c16_16340	475	421	561	407	261	269
Pp3c16_16350	1849	1914	2648	1204	538	1115
Pp3c16_16360	801	704	987	495	181	352
Pp3c16_16391	127	110	276	0	1	71
Pp3c16_16398	4	4	4	2	0	2
Pp3c16_1640	5604	4685	6069	4773	1396	1671
Pp3c16_16420	3806	3606	8788	1430	351	2161
Pp3c16_16440	1244	1024	1181	1138	169	181
Pp3c16_16460	783	643	887	332	178	239
Pp3c16_16480	717	631	842	61	20	46
Pp3c16_16490	142	125	230	32	9	14
Pp3c16_1650	0	0	0	0	0	0
Pp3c16_16500	1584	1413	1809	992	221	370
Pp3c16_16518	16	12	4	3	0	0
Pp3c16_16520	735	658	733	620	238	395
Pp3c16_16530	531	484	706	682	341	448
Pp3c16_16540	1504	1258	1839	132	115	325
Pp3c16_16550	897	664	778	239	79	141
Pp3c16_16590	3115	3060	3355	702	96	352
Pp3c16_1660	0	0	0	0	0	0
Pp3c16_16600	572	544	664	349	147	217
Pp3c16_16610	532	494	692	377	187	233
Pp3c16_16630	1554	1312	1640	721	277	438
Pp3c16_16640	3150	3002	3164	389	125	258
Pp3c16_16660	703	596	706	351	84	140
Pp3c16_16670	244	264	325	284	167	195
Pp3c16_16680	383	320	714	81	40	75
Pp3c16_16690	1136	1039	1269	995	503	848
Pp3c16_1670	4647	4130	4084	2801	1208	2943
Pp3c16_16710	2635	2065	2638	464	194	393
Pp3c16_16730	0	0	0	0	0	0
Pp3c16_16740	1558	1527	1802	984	270	361
Pp3c16_16743	1558	1527	1802	983	270	361
Pp3c16_16750	529	538	682	381	85	247
Pp3c16_16760	990	799	940	637	411	449
Pp3c16_16770	5531	4662	4002	1041	516	2332
Pp3c16_16780	885	744	1057	579	358	629
Pp3c16_16800	459	411	563	525	143	288
Pp3c16_16820	1833	1834	1618	621	438	781
Pp3c16_16830	3433	2948	3300	1493	346	597
Pp3c16_16860	0	0	0	0	0	0
Pp3c16_16890	1718	1406	1906	3063	1826	2570
Pp3c16_16900	1	0	2	0	0	0
Pp3c16_16910	0	1	1	0	0	0
Pp3c16_16920	284	237	372	347	158	254
Pp3c16_16940	820	797	1059	821	330	534
Pp3c16_16950	2317	1936	3003	3250	781	1343
Pp3c16_16960	2718	2255	3044	2529	1556	1939
Pp3c16_16970	425	378	486	278	168	251
Pp3c16_16980	1697	1604	1812	1664	886	1271
Pp3c16_16990	1268	1126	1264	670	131	177
Pp3c16_1700	0	0	1	0	0	0
Pp3c16_17020	837	682	838	241	66	135
Pp3c16_17030	1032	749	1005	170	49	366
Pp3c16_17050	6655	5593	6881	2669	1687	2939
Pp3c16_17060	2413	2072	2506	440	240	475
Pp3c16_17070	5	4	5	0	5	0
Pp3c16_17090	1	1	2	1	1	0
Pp3c16_1710	1683	1447	1728	541	101	229
Pp3c16_17110	173	138	154	62	24	7
Pp3c16_17130	2627	2441	2334	456	225	379
Pp3c16_17170	1	0	0	1	0	0
Pp3c16_1720	1429	1152	1424	659	129	196
Pp3c16_17210	509	404	177	155	19	75
Pp3c16_17240	2	0	0	0	0	0
Pp3c16_17250	0	0	0	0	0	0
Pp3c16_17280	20	16	57	336	47	84
Pp3c16_17370	1318	1097	1520	359	178	317
Pp3c16_17380	476	405	672	205	78	164
Pp3c16_17390	401	310	506	447	310	286
Pp3c16_1740	9	17	18	19	8	7
Pp3c16_17420	73	52	69	0	0	2
Pp3c16_17429	15	22	15	1	3	4
Pp3c16_17440	1706	1336	2289	1146	193	356
Pp3c16_17450	490	451	418	747	410	518
Pp3c16_17460	1515	1342	1862	1316	550	797
Pp3c16_17470	5606	5350	6021	2811	1387	2265
Pp3c16_17480	10698	8808	9758	220	166	179
Pp3c16_17492	10493	8631	9580	157	140	153
Pp3c16_17510	2595	2102	2712	863	386	783
Pp3c16_17520	853	675	877	435	250	412
Pp3c16_17530	2583	2402	2883	1363	253	568
Pp3c16_17550	56	78	34	98	40	53
Pp3c16_17560	682	586	869	1127	474	625
Pp3c16_17640	2078	1954	2369	1867	499	821
Pp3c16_17660	6177	5255	6962	4836	2624	3876
Pp3c16_17669	11	11	14	6	3	8
Pp3c16_17674	20	8	6	13	4	9
Pp3c16_17680	264	275	321	177	54	124
Pp3c16_17690	249	273	319	170	54	122
Pp3c16_17710	1665	1695	1864	703	623	646
Pp3c16_17720	1	0	1	0	0	0
Pp3c16_17730	1612	1540	1400	1104	305	652
Pp3c16_17750	1589	1306	1673	820	293	489
Pp3c16_17760	1199	996	1295	495	136	318
Pp3c16_1777	8	3	0	2	0	1
Pp3c16_17780	5614	5109	5488	1164	868	1244
Pp3c16_17790	1078	812	1281	331	99	155
Pp3c16_17800	4063	3603	2974	432	65	310
Pp3c16_17820	1745	1693	2202	604	81	172
Pp3c16_17850	0	0	0	2	0	0
Pp3c16_17860	0	0	0	0	0	0
Pp3c16_17902	1	0	0	7	3	0
Pp3c16_17910	473	429	814	633	317	151
Pp3c16_17920	2	3	0	873	1585	92
Pp3c16_17970	514	389	532	408	138	172
Pp3c16_17990	24	24	34	3	3	4
Pp3c16_180	1118	945	1217	682	189	278
Pp3c16_18000	56	42	70	50	7	8
Pp3c16_18010	55	40	66	48	6	8
Pp3c16_18020	23	20	28	12	0	0
Pp3c16_18040	4337	4067	5353	4473	710	1227
Pp3c16_18060	845	744	1011	508	267	247
Pp3c16_18077	1214	1008	1180	19	3	8
Pp3c16_18078	593	443	635	0	4	13
Pp3c16_18079	1234	977	1219	19	6	18
Pp3c16_18083	1132	990	1118	17	10	10
Pp3c16_18085	589	524	679	0	6	11
Pp3c16_18090	2178	1828	2300	31	15	49
Pp3c16_18150	0	0	0	197	47	21
Pp3c16_18230	125	128	164	1205	313	350
Pp3c16_18250	0	0	0	0	0	0
Pp3c16_18270	0	0	0	0	0	0
Pp3c16_18300	1010	892	1098	165	1	16
Pp3c16_18310	1691	1680	1864	166	17	31
Pp3c16_18330	774	612	783	303	102	226
Pp3c16_18350	1308	1175	1424	787	308	549
Pp3c16_18360	1858	1731	2074	4534	778	1280
Pp3c16_18400	16	3	9	211	110	115
Pp3c16_18430	1679	1402	1955	792	151	389
Pp3c16_18460	488	460	615	3872	196	567
Pp3c16_18490	446	307	492	265	144	172
Pp3c16_18500	892	833	895	622	535	499
Pp3c16_18502	1027	941	1093	731	603	575
Pp3c16_18520	0	0	1	0	0	0
Pp3c16_18590	10370	7846	12342	44	116	213
Pp3c16_18610	4834	4629	3479	6530	748	1836
Pp3c16_18660	1687	1529	1904	1013	184	377
Pp3c16_18680	0	0	0	0	0	0
Pp3c16_18700	3153	2547	5131	3007	852	1288
Pp3c16_18710	921	651	1804	970	347	311
Pp3c16_18760	3365	3710	3268	975	197	528
Pp3c16_18780	0	0	0	0	0	0
Pp3c16_18789	15	4	9	285	5	2
Pp3c16_188	1120	945	1219	682	190	278
Pp3c16_18800	595	515	673	295	147	282
Pp3c16_18820	361	347	377	245	93	193
Pp3c16_18830	6560	5386	8740	1640	486	1768
Pp3c16_18850	1144	1061	1054	158	79	321
Pp3c16_18860	1993	1807	2155	1037	587	996
Pp3c16_18870	421	407	387	133	55	113
Pp3c16_18880	1419	1258	1520	551	105	248
Pp3c16_18890	900	708	976	380	60	178
Pp3c16_18900	107	114	111	15	0	13
Pp3c16_18920	51	77	49	12	1	3
Pp3c16_18930	858	739	825	707	315	355
Pp3c16_18940	0	1	0	1	2	0
Pp3c16_18950	934	795	987	606	131	173
Pp3c16_18970	3519	3210	4029	1424	307	548
Pp3c16_18972	12	21	41	6	0	0
Pp3c16_18994	4	2	1	43	8	4
Pp3c16_190	1370	1168	1747	739	408	565
Pp3c16_1900	0	0	0	0	0	0
Pp3c16_19010	28	29	53	1727	286	717
Pp3c16_19020	1274	1218	1406	780	364	842
Pp3c16_19040	133	132	226	14	3	4
Pp3c16_19090	4552	4377	4652	1185	107	256
Pp3c16_19100	311	213	385	266	150	326
Pp3c16_19110	2737	2271	3525	192	216	1224
Pp3c16_19120	4134	3548	4428	3021	1579	2336
Pp3c16_19150	4791	4308	5118	2278	679	854
Pp3c16_19160	1554	1313	1629	371	232	434
Pp3c16_19170	1449	1116	1070	8	1	121
Pp3c16_19180	20	10	18	4	2	4
Pp3c16_19200	1218	986	1200	580	151	336
Pp3c16_19220	2432	2136	2026	153	170	236
Pp3c16_19230	173	173	117	18	10	5
Pp3c16_19240	2986	2385	2925	705	221	726
Pp3c16_19250	2024	1745	1981	2245	1067	2849
Pp3c16_19260	589	516	606	270	150	492
Pp3c16_19280	0	1	1	0	0	0
Pp3c16_19320	264	257	338	106	33	85
Pp3c16_19330	1	1	0	377	82	86
Pp3c16_19380	146	123	230	497	194	222
Pp3c16_19390	1	2	1	2	2	0
Pp3c16_19400	2	0	0	0	0	0
Pp3c16_19410	1484	1371	1376	759	234	732
Pp3c16_19420	0	0	0	0	0	0
Pp3c16_19430	0	1	0	2	5	11
Pp3c16_19440	649	510	667	1918	1094	1038
Pp3c16_19510	0	0	0	0	0	0
Pp3c16_19530	163	221	53	37	7	219
Pp3c16_19550	0	0	0	0	0	0
Pp3c16_19640	1079	825	1305	661	241	303
Pp3c16_19650	0	0	0	0	0	0
Pp3c16_19660	0	0	0	0	0	0
Pp3c16_19670	0	0	0	0	0	0
Pp3c16_19681	49	46	24	6	0	2
Pp3c16_19690	2233	2146	1910	412	358	450
Pp3c16_19700	8	6	52	0	0	2
Pp3c16_1971	619	532	581	286	20	57
Pp3c16_19740	83	12	292	0	0	22
Pp3c16_19750	408	354	439	206	57	87
Pp3c16_19780	0	0	0	99	68	1529
Pp3c16_1979	1694	1579	1832	736	97	179
Pp3c16_19790	59	37	26	25	9	44
Pp3c16_19821	67	86	109	4	1	2
Pp3c16_19830	3455	3363	2257	114	44	113
Pp3c16_19870	0	0	0	0	0	0
Pp3c16_1990	1497	1279	1537	749	106	159
Pp3c16_19900	1092	975	1293	801	69	288
Pp3c16_19930	806	712	900	558	294	293
Pp3c16_19939	144	98	135	152	8	9
Pp3c16_19950	1833	1572	2073	770	65	275
Pp3c16_19964	1553	1343	1755	659	62	242
Pp3c16_19970	384	308	414	229	24	101
Pp3c16_19989	3	1	1	5	0	0
Pp3c16_20	20	16	24	14	9	11
Pp3c16_2000	1159	1008	1153	680	112	178
Pp3c16_20040	694	619	813	284	112	205
Pp3c16_20050	695	628	754	314	95	193
Pp3c16_20060	0	0	0	0	0	0
Pp3c16_20070	10296	9581	9012	3745	2567	3890
Pp3c16_20080	205	166	287	581	217	425
Pp3c16_20090	745	663	891	946	568	697
Pp3c16_20100	6	0	7	10	4	22
Pp3c16_20170	360	310	435	311	181	227
Pp3c16_20180	614	526	775	236	81	194
Pp3c16_20190	349	284	450	142	50	113
Pp3c16_2020	17738	14391	14975	769	509	2694
Pp3c16_20260	7361	6460	8810	1855	301	798
Pp3c16_20280	4032	3717	4648	1648	316	746
Pp3c16_20290	5694	5015	6425	2127	183	407
Pp3c16_2030	2504	2348	2698	1347	361	748
Pp3c16_20320	2163	1952	2227	1248	185	382
Pp3c16_20380	0	0	0	1	0	1
Pp3c16_20390	148	123	178	0	1	0
Pp3c16_2040	628	844	150	25	28	98
Pp3c16_20400	156	130	183	0	1	0
Pp3c16_20410	0	0	0	0	0	0
Pp3c16_20430	575	550	854	0	0	9
Pp3c16_20450	0	0	0	0	0	0
Pp3c16_2050	1	2	0	0	0	2
Pp3c16_20530	411	392	509	321	17	24
Pp3c16_20540	22853	24499	27746	1174	342	1036
Pp3c16_2061	4	1	5	4	9	2
Pp3c16_20630	0	0	0	0	0	0
Pp3c16_20640	3185	3540	3749	4	23	111
Pp3c16_20641	3178	3534	3747	4	23	111
Pp3c16_20660	17467	18976	24263	1388	295	853
Pp3c16_20720	858	758	833	396	111	271
Pp3c16_20729	1	2	1	6	0	6
Pp3c16_20730	16	7	12	2	0	0
Pp3c16_20740	2	4	7	12	8	2
Pp3c16_20760	3397	2977	3909	1911	1052	2148
Pp3c16_20770	2059	1765	2248	718	586	717
Pp3c16_20780	13	11	21	76	61	68
Pp3c16_2080	331	222	386	1130	1169	812
Pp3c16_20840	0	0	0	0	0	0
Pp3c16_20850	620	454	1035	105	21	25
Pp3c16_20890	8727	6259	12872	4469	1561	2753
Pp3c16_2090	13009	12441	11747	4426	3360	4529
Pp3c16_20900	557	535	616	980	208	274
Pp3c16_20920	3245	2884	3566	602	120	373
Pp3c16_20923	3245	2884	3566	602	120	373
Pp3c16_20930	275	240	261	90	48	74
Pp3c16_20939	0	2	0	18	14	18
Pp3c16_20960	69	93	94	2124	1011	2941
Pp3c16_20970	668	619	567	1216	610	1760
Pp3c16_210	634	541	724	1229	194	283
Pp3c16_2100	8916	7339	8899	2508	822	1568
Pp3c16_21040	126	135	211	452	68	125
Pp3c16_2110	21	11	12	13	5	4
Pp3c16_21110	139	107	182	0	0	0
Pp3c16_21130	0	0	0	0	0	0
Pp3c16_21250	1445	1562	1006	348	99	39
Pp3c16_21270	3723	4080	2228	239	2	27
Pp3c16_21290	14661	14089	11789	1118	463	1121
Pp3c16_21350	1682	1934	1431	1272	324	592
Pp3c16_21370	4996	4198	5226	2440	1003	1534
Pp3c16_2140	678	496	621	298	180	214
Pp3c16_21410	39	43	74	201	73	98
Pp3c16_21420	11	7	5	0	2	2
Pp3c16_21430	848	652	994	1259	656	791
Pp3c16_21440	2345	2005	2273	1126	919	1125
Pp3c16_21450	0	2	0	0	1	1
Pp3c16_21452	9	5	4	11	4	5
Pp3c16_21460	1268	1020	1566	306	195	370
Pp3c16_21480	477	343	742	97	20	93
Pp3c16_21500	1	0	0	46	11	22
Pp3c16_21510	0	0	0	0	0	0
Pp3c16_21550	14106	13964	9879	2394	849	2054
Pp3c16_2157	34	29	39	6	0	0
Pp3c16_21590	0	0	1	2686	648	373
Pp3c16_21630	1429	1144	1386	1014	410	714
Pp3c16_21640	1068	1013	929	1851	587	1206
Pp3c16_21651	43	43	37	14	2	5
Pp3c16_21677	10	11	6	8	0	10
Pp3c16_21680	20	17	33	19	2	3
Pp3c16_21700	18052	19107	19261	10146	8586	14026
Pp3c16_21710	4	7	8	8	2	3
Pp3c16_21720	0	0	0	0	0	0
Pp3c16_21730	0	0	0	0	0	0
Pp3c16_21740	0	0	0	0	0	0
Pp3c16_21760	0	0	0	0	0	0
Pp3c16_21780	1215	1137	1418	859	516	564
Pp3c16_2180	1173	1080	1416	378	115	204
Pp3c16_21800	928	836	1053	1195	452	775
Pp3c16_21830	1648	1671	3135	3844	640	1548
Pp3c16_21850	0	0	0	0	0	0
Pp3c16_21860	3914	3756	3661	837	197	514
Pp3c16_21870	405	384	382	74	26	65
Pp3c16_2190	1177	1077	1440	436	148	254
Pp3c16_21900	57228	53385	56344	12079	8482	18142
Pp3c16_21940	1119	1030	831	920	371	504
Pp3c16_21950	1039	1104	1237	1263	183	404
Pp3c16_21960	13	21	12	8	0	5
Pp3c16_220	176	131	209	166	137	111
Pp3c16_2200	9	8	3	9	0	1
Pp3c16_22090	0	0	0	0	0	0
Pp3c16_2210	4163	3643	3833	168	36	77
Pp3c16_22100	201	160	149	23	19	20
Pp3c16_22268	3290	2802	3824	1	8	75
Pp3c16_22280	5817	4523	6145	14	17	182
Pp3c16_22291	823	641	916	47	19	59
Pp3c16_2230	529	389	516	232	123	188
Pp3c16_22301	605	511	712	46	17	53
Pp3c16_22310	0	0	0	0	0	0
Pp3c16_22330	7035	5075	9594	2777	879	1731
Pp3c16_22390	8775	7480	7652	556	203	522
Pp3c16_2240	1689	1520	1557	719	274	445
Pp3c16_22410	13	15	22	16	0	5
Pp3c16_22430	7557	8453	8215	4559	3440	4549
Pp3c16_22480	575	458	608	35	6	14
Pp3c16_22490	1443	1278	1525	640	278	592
Pp3c16_2250	35	21	22	3897	1771	1735
Pp3c16_22500	0	0	0	0	0	0
Pp3c16_22550	23	11	18	201	39	71
Pp3c16_22570	0	0	0	0	0	0
Pp3c16_2260	108	108	101	270	115	87
Pp3c16_22640	167	96	149	160	21	44
Pp3c16_22650	1769	1539	1807	581	411	596
Pp3c16_22670	1170	842	1546	3	1	7
Pp3c16_22680	1	6	0	0	0	1
Pp3c16_22689	10	15	1	2	4	10
